"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60"
"1",25.26216,39.16814,117.60216,268.7408,286.92653,325.17421,424.27985,469.248584,608.57437,612.361048,621.77079,695.44659,698.176434,717.18255,720.58939,742.57083,814.07513,817.28489,824.55395,842.46571,852.80701,861.858674,867.89779,873.35353,876.99069,882.44643,995.392474,1026.50739,1254.03559,1323.441885,1379.78651,1386.05273,1401.352418,1412.29184,1420.7974,1467.83735,1546.342732,1637.07161,1652.17333,1767.722,1785.75245,2248.92873,2296.57561,2301.255046,2346.487282,2348.371858,2538.43905,2548.47705,2685.39252,3194.25905,3521.01824,4076.52934,5356.61044,5637.66384,6093.86774,6807.603,7477.79441,7703.66226,7835.71978,7865.75719
"2",21.10322,34.96528,117.78449,262.857985,293.51133,332.31021,428.7153,473.77581,579.59217,585.384525,596.17237,654.98512,657.579016,670.25046,674.8298,705.29929,757.966866,760.685289,768.86196,789.42049,800.20237,810.165007,816.07384,820.84294,824.02234,828.79144,918.106188,945.85021,1254.3338,1337.10919,1399.61664,1406.62674,1425.123126,1431.37843,1435.98479,1447.249568,1502.833594,1603.53352,1629.40599,1757.36412,1777.32759,2234.58327,2265.50526,2282.473446,2332.12295,2334.31243,2577.84909,2604.91523,2761.57323,3266.50767,3558.73509,4081.57882,5425.12254,5716.60041,6250.50024,6883.30545,7538.44204,7716.74454,7836.808,7875.39916
"3",26.22754,38.27168,126.96187,264.26829,290.865,323.0282,418.82536,470.13368,580.47704,587.074436,605.79493,671.62478,676.419272,691.251929,692.284787,709.48089,740.354518,742.909417,752.46612,777.06935,789.94355,798.962043,804.20462,809.02964,812.24632,817.07134,902.511552,938.0493,1198.89994,1281.25075,1347.53227,1354.67686,1374.000874,1387.1961,1397.30474,1412.774354,1482.811218,1595.53555,1612.26163,1796.05019,1817.73935,2243.91162,2275.09741,2306.08639,2334.37319,2336.11998,2523.14614,2541.4219,2620.53006,3203.13993,3603.16907,4144.58441,5440.82017,5691.66782,6176.85743,6673.93694,7264.32642,7415.96104,7606.35512,7777.56182
"4",46.01314,52.422844,120.05991,263.84882,283.24498,317.08066,407.614392,467.42254,567.8169,574.201644,594.31691,657.01116,666.003,684.110643,685.554009,692.24066,753.18789,757.75803,765.83839,785.81867,799.86065,806.932468,810.62845,814.63525,817.30645,821.31325,903.759858,945.54764,1188.45139,1251.760065,1353.412,1361.64901,1382.688082,1402.54011,1418.01595,1435.47795,1530.21831,1637.735102,1653.936802,1798.736982,1804.737012,2211.144422,2241.034282,2271.091772,2308.340562,2310.363502,2514.748402,2522.426862,2593.716002,3128.906682,3531.207482,4125.782992,5427.891582,5693.652232,6201.720982,6621.503222,7377.343282,7524.801422,7713.782982,7907.139732
"5",41.42016,49.661042,113.71225,260.67728,277.19124,299.97924,387.190813,445.2572,553.11501,558.649668,582.21288,636.0534,648.19242,685.243664,686.087592,702.95294,731.443687,736.4510155,742.778105,758.065285,771.320965,788.766875,796.856545,800.616325,803.122845,806.882625,876.364559,914.594325,1191.840855,1257.420175,1364.513882,1364.900753,1370.168825,1387.895845,1401.677965,1428.689191,1504.472445,1650.639831,1665.169421,1804.759421,1814.314391,2229.255801,2261.079651,2276.618091,2332.568331,2338.310631,2605.650751,2614.095137,2676.389621,3182.272721,3632.577091,4289.479391,5451.127491,5630.134491,6080.980291,6672.841331,7364.635691,7550.371371,7722.718691,7849.826291
"6",47.09222,53.710166,122.91676,283.122013,300.685178,326.225818,370.493448,420.247318,540.647438,548.974031,573.749608,644.580508,654.317008,689.664718,690.718538,697.179088,748.3379,753.488096,759.995708,776.605908,792.900348,804.259169,808.914878,812.088008,814.203428,817.376558,899.03417,939.959748,1203.266248,1254.377408,1345.884207,1346.370264,1353.89166,1378.309008,1397.260728,1420.916002,1502.310888,1622.020488,1639.185858,1775.109998,1785.411128,2182.405138,2205.845238,2239.644658,2317.064378,2331.180418,2542.420518,2568.976838,2693.065868,3131.709608,3573.799168,4205.597518,5313.065068,5585.316628,6068.020268,6710.385228,7402.778768,7553.865948,7787.075268,7885.706478
"7",46.9435,59.41902,118.28513,273.316335,288.021912,295.388856,334.964863,388.674134,542.144524,548.870224,575.264074,638.381024,649.727204,693.047937,694.009563,699.916054,734.439872,735.257471,741.030774,759.270964,775.486144,787.4868,791.644204,793.640284,794.971004,796.967084,872.575862,934.434954,1205.542324,1260.083724,1350.099784,1354.253374,1405.241524,1423.289604,1433.934204,1453.9746764,1533.296853,1632.178137,1649.184257,1777.903237,1798.767307,2241.679057,2266.939827,2324.019417,2381.065147,2388.482307,2588.133407,2611.157887,2733.364207,3139.708067,3590.143117,4276.679257,5335.908017,5636.003237,6121.191957,6997.340857,7340.139107,7557.715497,7824.372257,7879.078277
"8",47.55566,60.87756,139.20439,259.5625,287.620229,294.336973,331.863316,392.178346,535.300456,551.031286,590.131606,654.789516,671.089056,684.232426,686.584426,697.321226,734.047274,738.883097,744.993478,759.980498,773.452478,788.584258,795.194598,798.269388,800.319248,803.394038,871.95337,906.528778,1212.538998,1280.457628,1345.800618,1352.099628,1396.714428,1419.234648,1434.404888,1444.447874,1517.064204,1613.316408,1630.218008,1742.226168,1756.782588,2176.630953,2222.093438,2268.199428,2316.263178,2325.516798,2485.169108,2506.212468,2613.434468,2995.203368,3535.968558,4226.903718,5253.218358,5583.284218,5992.413738,7174.860228,7348.922084,7641.906118,7864.793998,7896.526138
"9",32.392,40.988774,127.13759,263.13469,284.51303,293.32031,332.21181,415.23922,536.87937,554.9691,593.36387,664.91926,687.3154,715.33927,716.21089,730.22156,764.809201,766.176454,771.314035,785.553685,795.499825,809.505465,816.821425,820.923055,823.657475,827.759105,890.859305,915.665445,1182.335635,1289.411795,1349.340325,1353.075565,1379.783005,1394.407795,1404.397675,1421.091049,1516.908801,1642.008795,1661.115329,1770.723715,1780.918705,2178.785995,2215.323995,2257.641615,2317.895555,2328.160435,2517.361225,2534.704945,2641.979035,2917.276055,3510.095695,4169.848035,5251.433845,5669.551185,6043.909335,6926.366585,7207.087445,7498.640545,7822.317585,7880.129535
"10",40.976968,45.3779,141.09092,270.2503,298.160257,307.328897,354.231307,420.708387,571.262327,590.351147,631.069177,701.546667,730.763607,765.966788,767.66803,784.979577,825.929367,827.696142,837.331417,863.385627,878.223807,903.686867,914.927967,918.600117,921.048217,924.720367,994.737159,1027.218467,1289.300937,1371.801057,1498.360759,1500.486895,1510.466686,1516.687177,1521.154457,1533.690277,1600.837057,1682.994357,1704.476529,1749.395827,1759.723807,2197.661907,2236.988307,2275.638797,2331.427127,2343.724887,2546.879027,2565.100027,2688.224307,3166.694067,3642.310807,4166.372397,5365.383507,5681.512907,6214.034787,6957.955537,7244.522137,7542.366877,7848.273517,7909.490827
"11",34.57552,41.955406,136.81262,265.33704,293.22708,300.67972,339.476,405.059838,542.60479,557.16985,597.16024,677.11449,706.34163,741.13874,741.75624,756.76779,808.47891,812.52159,822.77549,847.03879,857.48431,875.43942,883.85417,887.17205,889.38397,892.70185,968.278906,989.83182,1286.3721,1360.33184,1498.32386,1501.74374,1512.474686,1514.66598,1516.073132,1523.938266,1578.42389,1689.72943,1720.14679,1781.06504,1793.06237,2179.94165,2217.75577,2272.01336,2332.75427,2344.98327,2539.43141,2558.91703,2664.89035,3054.09914,3507.03223,4093.35063,5240.52683,5609.34943,6185.95242,7168.43615,7448.67956,7603.69536,7837.57044,7927.99485
"12",29.461776,34.919602,141.4364,252.19369,271.653163,279.713723,315.774613,378.308051,525.589883,543.151403,578.528883,663.370483,710.039863,743.700352,744.93843,756.024893,803.890211,806.26781,809.272063,816.678183,823.414503,843.734223,854.883583,859.988443,863.391683,868.496543,956.689911,982.839563,1282.372907,1367.776013,1483.143803,1487.051153,1500.248069,1504.502828,1507.428216,1534.805283,1600.800603,1704.151563,1734.498943,1811.367183,1820.918343,2160.888983,2242.669883,2286.760393,2327.305703,2334.591503,2540.950513,2561.654453,2731.066563,3117.047013,3657.632723,4262.984093,5396.348323,5620.206723,6124.970653,7139.608023,7364.970573,7582.218603,7800.458523,7921.135053
"13",39.064628,45.18784,120.88006,270.72439,297.05039,310.08879,340.69053,389.668092,512.66264,531.16124,568.56574,648.38304,678.9456,705.28295,708.01749,743.68968,778.026108,778.897722,782.84571,792.004098,793.877112,811.60497,822.64177,828.20185,831.90857,837.46865,945.268194,976.77899,1284.51584,1336.84281,1438.401356,1440.809264,1452.161744,1457.15054,1460.56054,1493.42215,1556.121554,1650.70047,1671.00879,1740.35892,1752.5793,2052.36169,2171.21929,2223.07883,2265.76859,2273.52291,2527.57553,2541.69383,2684.82684,3100.68418,3602.30183,4237.06727,5396.62173,5569.50963,6077.07043,7003.1501,7232.63866,7465.94657,7651.67123,7824.19358
"14",48.06968,54.338534,115.392888,273.44409,307.43396,322.57716,356.3436,407.309698,522.21596,543.71318,569.82261,637.29026,662.291,701.20477,705.82399,741.63186,797.602858,798.835657,803.26701,813.191178,814.820742,831.56046,841.98829,847.21798,850.70444,855.93413,961.24105,1001.17682,1273.634082,1322.52293,1423.722343,1425.587512,1435.844317,1440.94701,1444.449034,1468.67442,1547.8131,1698.4698,1728.70546,1808.09193,1817.10054,2130.25976,2233.88251,2280.97106,2321.25917,2328.54495,2518.52479,2529.03385,2679.37744,3153.62967,3662.46546,4231.96963,5425.27751,5580.71161,6124.20781,7145.67448,7354.02291,7632.65009,7797.59511,7933.19145
"15",50.46002,60.597626,119.66999,263.96944,285.09587,295.02571,341.31469,405.583508,485.18252,502.16219,524.98332,603.12792,637.47336,676.29455,679.13201,693.04342,761.823886,764.684764,769.96247,782.002412,787.853678,798.40094,806.67262,813.5536,818.14092,825.0219,955.12536,989.25367,1270.08222,1313.18213,1370.870688,1372.839732,1394.62221,1400.94899,1404.424246,1418.298092,1464.48546,1637.50216,1667.58831,1753.43422,1759.94383,2152.83529,2277.24989,2299.670752,2379.80699,2386.93865,2557.962018,2561.80712,2725.93152,3234.93831,3624.03166,4221.51339,5481.73236,5653.72026,6087.01326,7208.22051,7514.80779,7635.91302,7790.67596,7908.00953
"16",31.123028,44.20194,123.264,236.77006,270.69859,279.56435,307.73432,365.644214,493.81761,512.51376,531.83216,608.96661,655.79211,700.84781,703.59521,719.11307,758.980748,763.3091495,768.77837,780.118116,785.952414,792.936284,806.23198,822.9361,834.07218,850.7763,967.72071,1001.54782,1267.26749,1340.00847,1407.89209,1412.67598,1423.195024,1425.595835,1427.431927,1446.93179,1489.758414,1663.43077,1690.88438,1775.90037,1784.07819,2101.95026,2219.70511,2247.91508,2370.32733,2374.77909,2545.598966,2551.81264,2714.13857,3161.66367,3553.53108,4231.92613,5355.45653,5587.21473,6127.27594,7164.80311,7503.14394,7637.76786,7801.91148,7903.40844
"17",31.9835,44.50684,166.96978,271.46367,290.48323,298.46755,330.50088,378.6120284,486.751586,500.265896,519.070686,601.302186,637.722906,695.920766,699.471526,712.304021,773.595644,778.00708925,783.581241,795.433331,802.263911,806.820622,819.062401,835.959451,847.224151,864.121201,942.995047,978.133071,1204.825911,1285.687991,1400.045128,1402.212529,1408.357825,1413.739841,1417.884521,1435.559691,1524.050881,1626.778494,1663.523344,1731.648784,1735.869454,2074.908964,2256.809414,2277.742694,2393.783034,2396.370314,2611.086334,2626.394474,2721.973894,3242.949154,3545.835424,4314.745574,5428.068674,5677.096574,6157.062374,6954.690894,7405.634845,7499.642724,7670.923904,7778.655104
"18",23.099468,36.69912,158.48746,283.46085,304.23417,313.00449,332.78518,385.037184,517.006865,532.056305,555.643265,647.800865,684.726785,736.596625,739.417145,749.72285,797.624456,798.299204,799.772828,804.94274,811.71152,816.976219,829.45795,846.24655,857.43895,874.22755,949.468234,999.57859,1202.65121,1281.87013,1394.97193,1399.17316,1413.776368,1419.12034,1422.84434,1430.26209,1502.57286,1634.19773,1661.29074,1713.92114,1720.55576,2085.98986,2264.48251,2277.000313,2403.92248,2408.39674,2604.11352,2624.56248,2720.12526,3192.85819,3516.3973,4280.1631,5409.9591,5595.69503,6105.624,6972.14005,7467.496546,7641.47208,7827.3981,7901.1045
"19",20.895568,32.57246,150.14359,263.02311,283.904471,290.365679,309.28554,362.579986,525.43643,528.163619,550.57244,640.84984,679.38178,736.47724,739.38264,752.58967,809.4920545,810.302126125,811.325705,814.174756,817.447024,820.502904,832.61396,849.51725,860.78611,877.6894,941.047286,992.235998,1205.134268,1275.492068,1389.772268,1394.020868,1404.829871,1409.734243,1413.452247,1421.470012,1520.769478,1649.659388,1670.628978,1730.188668,1733.673198,2107.870668,2272.658068,2279.479733,2407.827828,2411.902188,2581.176228,2598.555854,2708.414098,3161.262588,3520.805848,4311.826948,5423.426648,5589.428468,6031.649748,6610.606488,7175.994298,7471.891048,7695.402948,7840.299078
"20",22.931504,34.39834,146.29466,239.52931,263.409585,268.945625,290.09954,351.855852,515.09598,518.329365,538.94173,627.06893,663.27635,716.10373,719.13093,730.355846,777.938364,780.3357,783.485441,791.569302,799.366482,803.554304,815.563122,832.555002,843.882922,860.874802,940.517627,985.858353,1196.449683,1263.288153,1388.066563,1392.277333,1403.21215,1410.207453,1415.580293,1427.007289,1515.246493,1643.993193,1666.904773,1729.453273,1732.075942,2107.016503,2280.224353,2285.742029,2404.565767,2406.367819,2567.490763,2583.487005,2698.293563,3125.892003,3492.702313,4284.488513,5427.430613,5582.621593,6089.323313,6723.008283,7108.521333,7441.296313,7723.723513,7877.152813
"21",18.17316,32.23772,142.934008,246.553125,283.028813,289.633677,310.909515,359.563481,525.230045,528.446438,549.059365,629.290105,662.589925,710.030395,714.034575,750.884505,804.735754,805.696237,806.420318,809.662718,816.562478,820.422523,828.380728,839.315098,846.604678,857.539048,938.1567748,1004.281304,1197.108514,1268.328094,1387.897883,1389.09836,1399.953536,1408.354094,1414.323054,1423.367991,1520.046247,1651.137847,1678.988117,1728.623329,1729.859983,2082.453759,2255.068439,2287.991859,2406.659191,2407.862417,2528.807489,2540.707989,2692.369059,3126.896809,3468.173269,4275.241119,5418.220519,5580.957119,6144.521919,6798.550969,7092.343539,7297.743019,7770.844519,7878.403519
"22",18.53564,33.29624,150.50305,251.514288,280.388998,289.250998,312.869208,360.706294,550.063498,555.709927,575.732408,648.771968,674.468168,714.721748,718.597508,747.817668,798.945186,800.808528,804.401439,814.569352,824.270512,833.862479,846.471602,861.297842,871.182002,886.008242,959.8786132,1006.400726,1208.196506,1284.585236,1400.346357,1400.77512,1407.069609,1414.762366,1420.433286,1439.250386,1540.181766,1671.973196,1707.431036,1762.726686,1766.784096,2097.836086,2249.415156,2287.422356,2391.6638864,2391.8269016,2553.273492,2563.420612,2733.811322,3233.083082,3511.620402,4326.678852,5449.488052,5715.150302,6156.401952,6813.955372,7150.304922,7444.897852,7706.663232,7763.890152
"23",20.26996,29.08892,136.493376,258.11055,288.9537,292.4605,320.21012,364.20035,544.03611,549.949245,569.69851,642.35078,664.52126,702.51832,706.7334,738.93328,804.11527,808.22452,816.61334,833.562498,835.276482,840.720825,850.2179,861.33086,868.7395,879.85246,968.72195,1009.00303,1192.29805,1275.14662,1353.10715,1356.99917,1371.003506,1376.9244,1381.1082,1416.15113,1495.6301,1637.56558,1680.897048,1749.30925,1755.55081,2104.78925,2238.06216,2287.86946,2377.4959,2380.04442,2608.04104,2629.90054,2873.981299,3400.966,3541.80851,4382.34981,5442.74132,5717.22972,6214.99572,6813.34546,7157.25897,7418.59382,7678.17512,7755.96362
"24",17.15516,24.18522,129.6299,257.103202,282.622961,286.551033,310.710862,373.835588,522.056632,539.515372,564.797332,641.590342,664.083322,696.786072,701.061732,724.956112,783.959894,786.44915,793.481582,808.524042,810.232662,812.185675,820.117932,831.126942,838.466282,849.475292,933.233408,973.341202,1201.917522,1275.875812,1365.516062,1369.410962,1387.584332,1392.837562,1396.117162,1439.567762,1508.040602,1645.860612,1696.62767,1757.671352,1759.363478,2131.835792,2248.340542,2286.366742,2371.204242,2376.946642,2561.791042,2587.740682,2833.725992,3346.681462,3487.818412,4344.132812,5426.699312,5700.727442,6161.190212,6780.519531,7159.432761,7352.747862,7724.051322,7813.848162
"25",20.934408,25.527548,115.741502,244.39356,282.490634,288.239866,321.28178,357.118468,524.09093,529.96883,559.21973,635.86113,660.82539,696.21019,701.03131,730.79283,778.094062,780.733333,787.8722,806.00607,816.59391,824.791448,834.13165,845.14093,852.48045,863.48973,937.584976,975.68374,1181.110285,1252.134225,1341.382465,1347.000385,1369.289125,1378.355075,1384.625355,1422.097955,1533.584265,1660.809485,1682.176415,1758.419045,1760.117237,2147.133545,2262.758545,2300.791245,2360.629085,2368.090205,2530.381045,2555.316465,2817.997065,3372.843815,3486.925355,4268.161505,5289.866205,5668.683165,5977.973775,6844.176805,7218.624795,7545.541705,7808.884105,7900.805215
"26",23.38068,31.01036,115.882918,259.45358,285.261341,290.998469,311.75778,365.465548,524.54322,527.475114,555.58493,615.29628,639.87036,679.70341,686.59847,720.87268,755.526987,759.55394775,764.642278,774.858474,779.284992,785.426796,794.760098,805.760288,813.093748,824.093938,903.383378,938.934948,1195.994318,1255.258698,1339.567908,1345.183338,1367.844198,1378.172798,1385.419678,1420.225338,1522.671488,1661.698858,1692.458178,1744.051798,1747.926778,2122.576288,2224.072338,2266.239268,2336.511898,2342.574478,2533.791378,2552.773866,2792.137038,3313.619968,3550.303328,4266.047678,5341.158378,5628.214098,6009.699948,6823.537278,7253.685648,7442.509078,7671.235178,7807.973678
"27",15.968056,19.84367,96.29785,254.7665,277.757912,280.168488,293.40671,346.96993,564.5048,569.122394,595.88021,637.52926,668.9722,719.21325,725.26863,756.66246,820.0869764,823.1296091,826.974176,833.6921594,834.0336176,838.809899,847.406257,857.303497,863.901657,873.798897,928.338591,951.907197,1206.107023,1256.511497,1362.946327,1368.064237,1392.423757,1410.523907,1423.748587,1444.148467,1518.716607,1670.504327,1684.099795,1731.597027,1732.137246,2096.869877,2264.767827,2335.690357,2360.994963,2362.909831,2521.529477,2544.149157,2833.515397,3323.054907,3522.233917,4185.768467,5250.653367,5689.938437,6039.206467,6734.972267,7384.798467,7646.014967,7838.590787,7883.388407
"28",21.468196,29.24649,115.44272,262.09035,280.178519,282.700671,293.87806,350.72369,521.90391,524.329149,552.86607,597.40541,639.91349,714.10585,718.92933,757.14521,811.571637,817.48277175,824.95188,837.9647162,838.5121148,845.521436,851.941591,857.183131,860.677491,865.919031,923.731735,961.131891,1199.526571,1249.168281,1349.736558,1354.852698,1375.265688,1393.909028,1407.918748,1423.228808,1500.247468,1679.247128,1698.904652,1735.702638,1736.772438,2083.378838,2241.844538,2282.917178,2308.727218,2310.823458,2486.987798,2511.800978,2789.858748,3350.539138,3555.573778,4182.498728,5175.462828,5655.590548,5973.501718,6649.804328,7278.985138,7588.327528,7835.771868,7894.366248
"29",24.548588,32.60113,127.44925,258.34235,292.167864,296.923736,313.749713,350.312674,524.40045,526.607628,552.57902,612.517413,660.191673,737.648053,742.129333,781.514813,814.255833,814.704693,819.846553,832.163901,834.170265,841.667623,848.086873,853.325953,856.818673,862.057753,898.039765,926.756613,1197.591263,1225.899953,1317.313493,1320.629063,1331.273924,1369.897993,1400.440473,1427.316163,1509.441063,1684.763289,1700.684873,1725.919729,1726.996375,2022.322219,2196.257569,2237.321579,2248.336719,2252.200859,2473.134149,2518.013709,2774.179719,3341.697819,3499.589999,4184.937449,5240.740749,5738.509369,6038.304549,6557.062199,7347.076099,7701.832999,7860.596759,7894.972799
"30",16.02654,25.38308,110.92833,219.51871,261.425196,266.067644,282.791767,333.69962,502.76006,524.75237,548.36516,613.8993,655.21656,733.52153,738.42699,760.08087,820.462782,821.508258,830.09772,850.15505,852.64025,864.79087,873.68887,879.7573,883.80292,889.87135,925.0687,956.20855,1220.34185,1260.68668,1348.266124,1350.055906,1354.4724916,1383.371894,1406.417014,1433.530364,1498.876617,1652.734588,1675.411498,1723.611488,1724.680271,2003.237153,2169.629018,2207.623316,2218.778128,2223.136128,2531.792178,2593.438778,2891.347108,3393.458868,3571.916878,4162.346778,5281.871678,5734.881718,5852.122558,6668.499978,7418.199178,7545.706898,7700.186858,7776.949298
"31",21.657544,31.16665,130.068621,257.006387,290.655539,293.093875,306.088712,359.222437,488.196397,499.520377,527.369097,612.094207,645.422587,710.559607,718.849007,752.350297,811.740461,812.725238,820.076227,840.169657,851.290837,866.962717,877.358537,885.260597,890.528637,898.430697,938.435483,977.223707,1269.541221,1296.104887,1380.046897,1382.019877,1390.602061,1418.275047,1440.001327,1471.515277,1534.221738,1679.281098,1696.815758,1736.906698,1740.534658,2075.626288,2229.272988,2270.379568,2321.711868,2329.694708,2631.788048,2685.400448,2864.402908,3481.509808,3702.039248,4244.144398,5257.967898,5666.014288,5971.160998,6708.842198,7543.235398,7639.049778,7773.198478,7862.975158
"32",19.705376,28.37093,142.31608,260.809045,281.944109,284.956941,304.996534,343.682835,487.350775,495.588763,530.443445,606.669115,643.660435,696.389495,704.653055,743.716015,821.373821,823.693424,830.813155,846.918531,850.808949,860.052855,872.356695,885.703605,894.601545,907.948455,963.560725,1003.951125,1271.291519,1311.774925,1413.566256,1416.047649,1423.014609,1450.306445,1471.961765,1533.167995,1608.092595,1762.218625,1779.615471,1831.658815,1835.502295,2144.735805,2244.153805,2283.267225,2329.014025,2336.398485,2568.282975,2611.347815,2798.788685,3365.664675,3519.000165,4193.455615,5319.843415,5664.737905,5925.116115,6784.728115,7589.639415,7712.256895,7806.589635,7893.005205
"33",15.208228,27.18487,119.03151,240.641505,269.745767,271.270263,298.140705,351.367175,500.973875,511.099325,540.377525,612.693525,649.837305,696.621315,699.526695,725.006125,804.501925,805.787425,811.357745,828.200905,842.737645,850.88957,856.864015,863.700175,868.257615,875.093775,931.886735,970.036625,1266.185985,1304.669695,1390.820605,1397.079385,1418.092783,1446.202615,1467.935295,1543.057765,1621.548855,1755.502735,1787.309835,1883.300215,1885.501324,2157.19894,2272.588305,2307.276115,2330.900255,2337.960155,2624.011855,2667.879255,2883.382825,3313.192445,3524.525615,4247.596065,5445.913865,5687.617345,5960.784265,6614.189358,7406.538585,7563.106085,7748.298885,7847.439315
"34",13.699976,25.83065,122.965496,254.39208,285.938951,292.896639,315.66181,361.22116,523.73109,532.522182,568.06932,651.55816,688.6216,740.43133,743.40827,756.8171,843.592364,844.660346,850.40404,864.284988,868.213932,881.3449,890.17102,895.81078,899.57062,905.21038,965.52464,998.17517,1279.854881,1328.336296,1414.368251,1418.525051,1434.77855,1473.344761,1503.491961,1547.946281,1609.544855,1764.765591,1782.186871,1900.275361,1906.411831,2161.375881,2271.935141,2320.264571,2354.625181,2361.799101,2620.020301,2665.678041,2903.608401,3311.418281,3511.821081,4194.958031,5382.742331,5714.272531,6110.190181,6729.277651,7378.244931,7498.592811,7713.468611,7816.456421
"35",16.40664,32.98006,135.227528,261.143879,285.180039,298.023719,325.050659,367.043749,569.226739,574.379842,600.258509,661.185509,690.391649,726.543924,727.658554,734.754359,831.247775,831.791258,840.506549,861.149373,863.338935,870.845482,881.628599,893.446829,901.325649,913.143879,984.006259,1039.735509,1283.199211,1357.778374,1461.518049,1465.941249,1493.030379,1502.187649,1507.891889,1551.261009,1598.603709,1728.418309,1749.042551,1884.924669,1890.565929,2135.917889,2239.983389,2301.010451,2329.330269,2336.872969,2658.822989,2689.591769,2826.654799,3357.296569,3496.168019,4199.871619,5222.567519,5598.729409,6171.083089,6797.408039,7305.304419,7520.710999,7706.226719,7812.854819
"36",10.81072,33.53404,119.07127,257.44662,289.12315,302.02835,334.3464,371.3554,554.5788,561.718455,585.80385,643.96232,661.4783,688.04573,692.69515,711.98682,803.868414,804.591186,813.10023,837.24005,851.78267,865.19282,877.40345,890.21486,898.7558,911.56721,983.768898,1029.25753,1258.23997,1329.913385,1472.207391,1473.293904,1492.2189,1497.249475,1499.784871,1543.0112,1590.02816,1720.230326,1742.621234,1872.865906,1875.145465,2181.600016,2282.526566,2291.141305,2338.237496,2347.169136,2616.565236,2649.604216,2809.979986,3428.365956,3556.120206,4229.639156,5246.968456,5680.912776,6152.318656,6835.958156,7353.390456,7546.016656,7758.850456,7883.402086
"37",2.850628,20.85741,109.83572,241.0295,270.148197,276.330413,310.451501,343.65988,509.46132,519.87711,561.02017,672.87027,696.12345,725.19274,729.16808,747.0701,866.855549,872.39148725,879.38651,894.09574,902.17546,917.13753,931.2604,944.5576,953.4224,966.7196,1049.966812,1090.62347,1290.31067,1326.70931,1489.98084,1494.77667,1523.91876,1526.83895,1527.437286,1565.08143,1633.06029,1731.69146,1753.580098,1882.26266,1892.97377,2195.24329,2243.58024,2288.9635,2334.87576,2342.68532,2664.3232,2696.07754,2904.28924,3406.92578,3539.24798,4242.27293,5205.45973,5740.61279,6073.31033,6717.98796,7438.78603,7616.17909,7775.36433,7867.529376
"38",8.17996,27.28222,112.64336,250.639373,284.172364,286.130612,341.173363,368.557173,476.929273,498.581293,505.089573,607.643193,630.505833,656.932483,659.703663,674.889883,818.961611,823.721195,829.735243,842.267303,848.870843,869.831673,881.580783,887.144673,890.853933,896.417823,1017.422283,1054.805943,1277.574851,1316.612501,1407.267042,1410.183015,1462.742871,1489.513411,1506.776251,1537.289141,1586.460211,1736.525151,1753.927895,1845.223171,1846.976668,2189.076571,2240.169921,2285.704601,2346.297521,2358.982521,2649.778081,2677.793421,2865.734551,3320.512371,3493.163901,4197.686501,5158.277401,5670.301301,6158.116911,6851.202941,7406.018001,7538.998821,7670.891001,7768.514511
"39",11.16754,27.33896,127.02741,254.76065,280.384781,287.841349,343.57658,392.58541,492.05761,514.78792,527.84951,655.28201,668.38229,688.18777,691.00611,707.67243,864.417308,866.914472,872.10148,884.53122,891.3381,909.07349,919.16852,924.36836,927.83492,933.03476,1045.61116,1082.1766121,1275.256731,1315.910116,1445.086932,1448.020245,1500.613161,1515.110221,1522.554421,1550.614999,1606.840061,1739.878068,1763.524338,1855.138598,1857.332204,2202.048938,2250.352738,2288.479398,2354.219838,2369.892038,2657.531598,2688.564758,2894.485118,3318.239448,3532.819118,4273.696518,5141.165818,5690.655518,6210.954968,7025.599498,7557.927518,7667.191558,7782.764378,7834.706048
"40",4.27502,16.24012,140.16254,260.70268,284.355358,286.730862,382.82318,405.24429,501.35582,524.04068,527.932225,654.44523,668.74689,686.45776,689.33134,701.00132,855.095602,857.742343,862.73381,874.70043,881.83575,886.564125,892.05856,898.78954,903.27686,910.00784,1037.4265,1054.396885,1268.53647,1314.530455,1442.405293,1444.509472,1475.39878,1500.86613,1518.86837,1543.784254,1567.685276,1680.48969,1695.060384,1817.525,1818.320231,2133.20825,2211.60459,2257.26027,2341.96023,2358.24185,2631.99029,2670.53719,2823.7225755,3337.166895,3539.522205,4296.638205,5146.145805,5704.231105,6157.923785,7097.984555,7481.409995,7600.287845,7714.362305,7804.728575
"41",1.6492,13.95292,134.40213,254.68758,280.462948,282.205892,368.26524,388.55195,478.96971,497.53833,502.491365,624.95932,638.81398,657.17218,660.5869,675.39179,814.85129,816.417335,821.0492,834.24419,845.06021,853.034621,857.29664,860.88098,863.27054,866.85488,1011.93104,1047.302573,1282.32952,1326.460925,1460.02192,1462.32751,1492.49986,1517.83774,1535.83594,1557.69622,1577.229688,1666.752576,1678.139118,1793.38407,1795.949934,2139.14888,2228.48973,2279.80559,2352.27353,2366.02993,2674.08705,2701.54611,2815.496368,3329.82495,3569.43015,4397.95695,5331.90305,5859.25629,6243.9053,6923.68645,7417.57495,7663.95535,7751.61545,7852.60799
