"","V1","V2"
"2281",799.246696,2533.482769
"2282",774.816781,2578.127192
"2283",753.724019,2603.041854
"2284",795.956406,2574.905538
"2285",777.434704,2590.486035
"2286",804.245918,2594.643353
"2287",799.75548,2611.800098
"2288",776.312204,2646.220854
"2289",829.418405,2635.328901
"2290",798.994282,2687.718865
"2291",779.62582,2530.52869
"2292",740.62494,2534.51609
"2293",803.03084,2597.64578
"2294",790.36337,2606.437031
"2295",801.030921,2602.770043
"2296",834.944387,2597.053358
"2297",814.75187,2592.273304
"2298",819.835835,2578.832762
"2299",812.995065,2553.3298
"2300",802.434514,2542.657591
"2301",827.882475,2551.135862
"2302",816.69346,2677.689062
"2303",845.450792,2666.987604
"2304",815.479697,2620.220545
"2305",808.405334,2572.080914
"2306",807.19241,2643.373647
"2307",803.67335,2697.059836
"2308",796.47822,2646.380999
"2309",802.81164,2629.070902
"2310",819.04938,2590.1064
"2311",814.57916,2639.829877
"2312",758.783715,2742.528096
"2313",810.144627,2618.2257671
"2314",801.65175,2587.72018
"2315",805.360758,2595.651252
"2316",813.292244,2642.573276
"2317",813.1895,2559.66798
"2318",805.181716,2615.481363
"2319",792.47614,2646.378824
"2320",795.901404,2609.789596
"2321",791.88735,2663.134702
"2322",804.2423,2676.17107
"2323",750.529,2596.26874
"2324",748.41078,2600.40425
"2325",754.93696,2643.17431
"2326",761.82816,2611.98175
"2327",805.69295,2753.679212
"2328",831.37679,2661.40865
"2329",797.51334,2614.62502
"2330",807.8512,2735.302458
"2331",822.78284,2796.21832
"2332",793.04676,2778.66551
"2333",751.85404,2786.620114
"2334",723.46218,2767.20262
"2335",748.472291,2855.244534
"2336",743.71738,2843.45796
"2337",765.81931,2809.989303
"2338",797.00063,2768.239788
"2339",792.88296,2756.478274
"2340",787.175152,2766.832777
"2341",801.7451,2772.493099
"2342",771.19163,2659.8016403
"2343",790.608685,2590.606225
"2344",787.726946,2633.036806
"2345",820.15958,2553.133021
"2346",812.56951,2588.385405
"2347",834.4009071,2612.9658691
"2348",833.41697,2670.5244082
"2349",798.93866,2657.233598
"2350",804.697957,2707.954757
"2351",806.531473,2736.655363
"2352",772.126627,2591.648131
"2353",807.82879,2709.902936
"2354",766.60047,2718.02023
"2355",769.291335,2728.381445
"2356",759.215958,2770.353286
"2357",810.408187,2726.554825
"2358",809.481451,2736.184881
"2359",807.407481,2756.548441
"2360",809.93563,2729.02173
"2361",812.00361,2770.476011
"2362",804.10232,2770.312437
"2363",811.280565,2723.135252
"2364",821.16303,2745.061565
"2365",802.060204,2639.474011
"2366",797.417214,2617.555556
"2367",797.229469,2640.942039
"2368",806.58783,2668.463062
"2369",794.458837,2652.481265
"2370",797.854387,2637.492651
"2371",808.164746,2647.842892
"2372",806.500513,2572.975256
"2373",805.228113,2602.230912
"2374",825.060801,2626.070531
"2375",753.659052,2589.991936
"2376",753.993078,2615.820128
"2377",739.01527,2623.733981
"2378",752.097517,2641.31203
"2379",767.622341,2628.156124
"2380",743.064991,2592.419922
"2381",766.730859,2620.382354
"2382",818.84135,2590.179357
"2383",828.70375,2583.252002
"2384",832.41379,2588.031165
"2385",799.14088,2629.805118
"2386",865.27831,2661.79069
"2387",797.06191,2631.52074
"2388",782.327724,2632.61599
"2389",796.49589,2653.49431
"2390",804.02007,2653.404338
"2391",830.18862,2556.141
"2392",820.493271,2659.767502
"2393",807.11493,2621.5589
"2394",800.690601,2601.669521
"2395",794.639505,2660.395589
"2396",801.16819,2725.14907
"2397",814.382,2745.7660801
"2398",806.984151,2653.335751
"2399",806.78537,2550.079999
"2400",802.819604,2619.647064
"2401",799.9887862,2654.5803962
"2402",772.084979,2652.806513
"2403",755.651064,2672.263305
"2404",808.226049,2672.51387
"2405",796.972436,2574.907613
"2406",804.391676,2556.712716
"2407",846.709601,2653.932283
"2408",807.023732,2590.429987
"2409",799.45535,2565.712382
"2410",880.47903,2644.641962
"2411",862.04016,2655.360515
"2412",849.245784,2759.40937
"2413",796.90232,2679.00548
"2414",789.56751,2662.802397
"2415",792.880797,2657.909431
"2416",804.517435,2652.113095
"2417",821.740139,2621.9613897
"2418",815.443864,2515.179055
"2419",842.09761,2625.935965
"2420",803.08498,2639.04642
"2421",810.73955,2661.152494
"2422",825.3145,2743.53235
"2423",845.05095,2750.564418
"2424",807.830817,2738.746237
"2425",795.985934,2664.701944
"2426",802.09372,2644.909359
"2427",807.57855,2663.556148
"2428",802.598887,2558.042111
"2429",818.178534,2604.5338137
"2430",793.003156,2564.474346
"2431",802.973893,2595.0430034
"2432",798.91783,2595.387461
"2433",821.557223,2602.362113
"2434",816.979707,2592.525139
"2435",819.464814,2617.199171
"2436",813.828367,2690.846686
"2437",812.7007,2640.6066
"2438",842.86371545,2724.45451745
"2439",863.24698,2663.917761
"2440",836.139188,2659.729421
"2441",834.8447,2644.445159
"2442",850.03196,2667.048545
"2443",836.66026,2590.404473
"2444",820.12537,2714.55734
"2445",804.3061,2621.35782
"2446",790.76128,2619.99435
"2447",793.94697,2635.60242
"2448",798.44259,2592.637724
"2449",810.67324,2564.26959
"2450",751.023,2666.6284292
"2451",761.640212,2655.09086
"2452",796.98858,2637.5008
"2453",815.52113,2714.882018
"2454",831.788967,2701.843153
"2455",789.154435,2631.2325439
"2456",798.610789,2734.2222029
"2457",788.039236,2748.505143
"2458",792.194925,2714.7549301
"2459",802.11531,2694.983748
"2460",801.792838,2667.37677
"2461",801.618128,2667.133234
"2462",825.17477,2726.516329
"2463",798.209116,2701.105612
"2464",796.333467,2735.439906
