"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67"
"461",23.00096,49.87402,97.812176,259.667336,266.9175771,275.791903,280.987615,317.159439,414.070739,417.812729,608.352199,649.581469,655.755714,659.082329,666.952789,678.000349,697.383679,697.774459,735.411489,805.933006,806.57179,812.882188,845.768918,901.746818,941.442308,954.637078,960.905968,965.085228,971.354118,1053.661428,1083.229363,1121.876908,1270.658258,1285.148288,1332.965738,1395.045538,1406.019538,1438.497988,1446.299488,1451.604648,1469.931548,1551.888718,1679.043358,1695.785818,1757.732538,1762.081458,1764.980738,1983.053798,1993.213398,2084.880598,2275.275298,2349.281698,2367.399198,2708.398718,2719.148792,2845.507418,3322.882948,3674.507948,4185.656318,5150.505548,5622.824048,6067.914048,6955.162948,7428.576768,7661.600248,7840.356508,7871.354728
"462",18.44248,40.49178,101.3344838,262.4630638,268.5569939,286.9511938,292.3234098,317.1012068,404.6162568,409.7394468,592.2187968,633.4509468,641.0677818,660.1262068,683.3799668,693.5314268,708.5284268,708.8857668,755.0401568,823.1951108,824.6709728,829.0316368,856.7176668,912.6947868,941.6798068,949.7544268,955.2282268,958.8774268,964.3512268,1049.5529668,1081.8865218,1103.1200168,1254.6495468,1296.0226968,1349.2761268,1391.3025968,1400.3152568,1421.7744638,1428.4294568,1433.4482168,1443.9711168,1519.8343868,1623.9726468,1632.3516668,1741.9849468,1744.0625248,1745.4475768,1994.0930568,2004.1547068,2099.2778568,2272.8994868,2350.0829868,2371.9023868,2683.3956068,2699.7923868,2774.1857668,3254.7524368,3604.9148368,4190.4887868,5099.3334968,5395.1811368,5887.5170368,6933.4035368,7416.1322168,7573.8066168,7772.5113168,7889.7852588
"463",14.80194,41.88404,126.005614,249.912644,254.0795536,270.750453,276.122541,305.178162,400.447242,403.900602,610.660802,633.151622,648.497002,671.951642,684.014062,687.896758,697.880262,700.109282,734.066552,825.271392,829.982472,835.540522,854.862752,884.915612,901.215179,907.713242,913.421942,917.227742,922.936442,1005.491662,1032.638509,1056.425634,1177.215602,1210.813252,1260.672962,1358.125562,1367.509142,1389.711359,1399.457432,1406.948952,1427.05512,1507.071532,1627.852812,1645.908062,1763.654922,1766.20431,1767.903902,2046.995052,2063.876702,2155.159152,2328.778532,2368.182632,2372.865932,2609.269332,2631.913598,2681.617742,3273.417592,3605.435492,4143.327542,5208.648592,5467.678392,6065.961292,6780.859592,7450.771192,7610.775952,7774.615112,7805.224742
"464",8.15088,33.62478,138.8046,271.976197,277.5307127,287.130014,293.966622,320.636028,398.474308,407.028148,592.531548,621.623868,636.907848,658.913708,670.544898,682.544358,696.899028,697.452048,732.151618,817.938036,820.92324,825.306448,842.800608,871.566108,887.897806,894.336728,899.660198,903.209178,908.532648,974.558918,1021.042568,1092.718969,1202.861236,1232.294738,1260.795848,1334.340438,1347.288888,1384.809378,1391.068128,1395.04192,1425.9741672,1532.893172,1642.046482,1671.094862,1782.825102,1786.925412,1789.658952,2042.750772,2059.632622,2161.337772,2193.033932,2214.923522,2219.610422,2474.755622,2496.966262,2593.785712,3278.614442,3511.011442,4055.784142,5196.377842,5478.152282,6002.482062,7003.507562,7456.910082,7742.536142,7913.073662,7941.180647
"465",10.6677,37.53702,154.3912,273.147851,275.8043449,287.988846,297.754446,326.519076,398.608866,407.951826,595.789386,621.707586,636.450936,657.390926,670.098936,683.219196,696.749062,697.301034,726.429636,829.637746,833.423926,838.071546,852.017506,870.156466,882.758398,889.171286,894.576296,898.179636,903.584646,973.964714,1015.043586,1066.150657,1177.350938,1232.753286,1279.655246,1365.491636,1380.122786,1427.927516,1431.494136,1432.699216,1465.563138,1591.072956,1698.050126,1716.062596,1846.124556,1852.186356,1856.227556,2051.036286,2073.302336,2213.782586,2274.377006,2298.846766,2303.532706,2571.414486,2589.895496,2704.545206,3422.805356,3657.896226,4167.793126,5332.312396,5591.982126,6115.838026,6813.184346,7276.935657,7595.835956,7757.089876,7837.151446
"466",14.06856,35.4855,140.64501,250.40151,253.925953,280.8986,292.16212,320.63858,350.2892,359.63093,552.14554,580.98829,596.89944,617.2598,631.00222,644.1253,679.6493,681.91186,731.48142,826.90535,832.4435,837.67487,849.76713,862.34667,873.202905,879.62914,884.9851,888.55574,893.9117,969.12225,1007.87758,1043.5958391,1144.515199,1185.014991,1219.190411,1324.102091,1337.238251,1382.053721,1389.879621,1394.492061,1429.789771,1573.616671,1671.822931,1694.308775,1799.165871,1801.806678,1803.567216,2083.239151,2105.504051,2209.023951,2287.914111,2315.903051,2321.284751,2498.405911,2507.050975,2617.957501,3336.608351,3579.076741,4119.193041,5308.704271,5582.491841,6173.490741,6926.198881,7330.876331,7570.994161,7755.449441,7834.914791
"467",6.90858,24.12048,149.37012,259.421907,260.3913498,280.551674,293.873194,338.807784,368.123364,376.820364,598.106864,605.233766,618.921844,640.227884,650.732634,666.871614,692.858744,695.593764,746.120434,829.1605858,829.62522445,830.212326,834.206684,843.164204,852.837718,857.22402,859.504254,861.02441,863.304644,946.753464,974.76025,1028.3036422,1137.61547,1181.929981,1206.351576,1321.367586,1335.628416,1390.812216,1399.028526,1403.231606,1444.912136,1558.882856,1651.513996,1685.82,1762.643616,1766.772516,1769.525116,2064.021966,2086.282766,2180.656466,2262.370606,2282.554282,2284.23749,2522.061346,2533.962728,2617.215686,3251.683084,3521.565404,4093.320804,5308.269144,5617.701934,5991.565704,6856.27869,7386.979274,7556.914724,7756.464364,7844.707204
"468",9.72794,26.42028,140.87988,244.796919,245.7694947,272.186495,276.701807,318.657911,357.861741,367.381851,595.115501,637.964861,657.310551,682.835781,701.630401,718.552501,732.192011,734.674391,765.215921,850.666101,852.636396,853.722794,855.861935,859.271927,867.146497,871.560593,873.850226,875.376648,877.666281,942.229971,965.284563,1019.320681,1180.762639,1198.958957,1210.296599,1309.964007,1322.880687,1377.688017,1386.016147,1390.103187,1413.692639,1491.366417,1632.877567,1694.081287,1804.715047,1805.568949,1806.138217,2127.769277,2149.191727,2242.028177,2306.289367,2341.445817,2347.586237,2611.136097,2630.912469,2716.878567,3375.087024,3637.216994,4107.711694,5339.015904,5665.854094,5978.445894,6683.288694,7209.418784,7386.512954,7606.470594,7717.172394
"469",3.06004,19.42984,166.26193,255.00036,258.472084,285.4223033,285.6105377,344.859107,387.356387,395.985677,614.831237,618.856586,635.452097,660.762947,680.867347,694.239187,705.504977,707.973897,719.800317,818.027231,819.997538,821.083886,823.186677,826.487997,834.432792,838.080703,839.152627,839.867243,840.939167,974.153077,1005.280685,1061.164067,1205.313421,1221.231462,1229.399299,1317.911277,1333.380057,1388.355267,1397.021017,1401.816937,1430.118637,1490.392107,1636.463297,1698.395447,1780.332717,1780.959114,1781.376712,2126.452557,2127.044632,2195.101407,2277.221807,2319.009267,2326.184047,2547.812627,2569.510067,2693.776909,3297.373313,3627.884313,4162.002513,5297.266473,5703.036313,6206.256883,6911.060813,7511.290993,7649.948773,7856.327733,7928.468613
"470",6.65091999999999,21.66506,145.395939,253.195088,266.267076,287.404686,295.569486,370.419606,411.000676,419.630956,626.774856,631.879827,644.611746,661.177308,693.394716,708.274596,722.702126,725.714946,741.763336,813.6668877,814.135418925,814.727439,822.523526,842.860886,855.809323,859.778904,861.767286,863.092874,865.081256,979.149106,1005.071509,1051.218385,1189.697652,1226.104386,1252.423096,1326.368056,1333.834816,1380.853966,1391.985786,1398.039186,1422.620986,1479.604436,1575.811346,1642.623706,1760.802276,1760.9784879,1761.0959625,2119.139209,2119.731534,2185.290059,2261.168969,2355.284439,2361.328479,2663.752679,2685.016293,2850.740859,3365.180619,3607.896269,4116.036569,5199.669369,5858.841649,6228.190209,6848.583169,7446.626329,7604.129049,7850.805369,7981.660689
"471",6.75622,24.9159,136.0906,255.844266,273.7233,300.96537,313.23745,348.53763,396.38514,408.83856,622.45376,634.9454,652.18741,674.98778,689.73676,705.25624,721.72005,725.22747,742.60265,807.09608,810.63467,817.44289,836.02858,852.38482,864.496399,868.326418,869.79034,870.766288,872.23021,984.15797,998.772528,1041.723769,1184.170364,1226.90354,1244.4031,1299.76022,1311.39806,1366.75631,1377.76654,1383.72294,1426.42017,1501.317644,1635.73856,1670.7811,1737.37949,1738.64072,1739.48154,2133.99332,2134.584545,2181.61347,2272.64249,2374.34025,2390.32859,2670.08521,2683.214744,2856.04858,3347.45129,3521.06077,4023.81982,5141.53162,5615.76353,5985.41991,6592.4364,7062.05631,7300.13638,7621.1083,7841.56192
"472",3.89012000000001,16.98232,105.31652,223.819199,252.32777,282.745791,290.229799,323.76895,384.20658,393.6093,602.0378,612.96758,631.576,654.072214,667.82309,681.26849,696.58953,701.02117,728.01101,803.052694,804.943921,812.33843,836.38065,861.15861,875.921784,879.797734,881.43061,882.519194,884.15207,987.91643,1002.43662,1041.507257,1183.69069,1229.58278,1246.79021,1296.12525,1308.57981,1365.57141,1373.77593,1377.48777,1425.19097,1489.43693,1627.74306,1665.09079,1736.51681,1736.5773866,1736.617771,2117.711202,2124.332152,2186.164602,2284.481862,2403.620902,2416.947902,2642.596342,2651.141234,2831.870992,3304.301482,3491.698072,3992.570822,5164.014422,5583.006822,5980.110592,6524.156722,6989.351692,7320.379122,7659.142622,7874.274392
