Epoch time,Significant Wave Height (m)
1678409851,0.23
1678411651,0.24
1678413451,0.23
1678415251,0.24
1678417051,0.24
1678418851,0.22
1678420651,0.24
1678422451,0.26
1678424251,0.27
1678426051,0.27
1678427851,0.27
1678429651,0.28
1678431451,0.24
1678433251,0.24
1678435051,0.23
1678436851,0.24
1678438651,0.22
1678440451,0.19
1678442251,0.2
1678444051,0.19
1678445851,0.19
1678447651,0.21
1678449451,0.21
1678451251,0.22
1678453051,0.22
1678454851,0.21
1678456651,0.21
1678458451,0.23
1678460251,0.26
1678462051,0.27
1678463851,0.25
1678465651,0.27
1678467451,0.27
1678469251,0.24
1678471051,0.23
1678472851,0.23
1678474651,0.22
1678476451,0.2
1678478251,0.18
1678480051,0.17
1678481851,0.17
1678483651,0.16
1678485451,0.16
1678487251,0.18
1678489051,0.18
1678490851,0.19
1678492651,0.19
1678494451,0.21
1678496251,0.24
1678498051,0.2
1678499851,0.21
1678501651,0.21
1678503451,0.2
1678505251,0.2
1678507051,0.22
1678508851,0.18
1678510651,0.18
1678512451,0.19
1678514251,0.17
1678516051,0.16
1678517851,0.15
1678519651,0.16
1678521451,0.15
1678523251,0.14
1678525051,0.15
1678526851,0.15
1678528651,0.15
1678530451,0.14
1678532251,0.14
1678534051,0.14
1678535851,0.14
1678537651,0.15
1678539451,0.14
1678541251,0.14
1678543051,0.14
1678544851,0.16
1678546651,0.19
1678548451,0.19
1678550251,0.17
1678552051,0.18
1678553851,0.18
1678555651,0.2
1678557451,0.19
1678559251,0.18
1678561051,0.17
1678562851,0.17
1678564651,0.18
1678566451,0.19
1678568251,0.19
1678570051,0.17
1678571851,0.17
1678573651,0.15
1678575451,0.13
1678577251,0.13
1678579051,0.12
1678580851,0.12
1678582651,0.14
1678584451,0.12
1678586251,0.11
1678588051,0.1
1678589851,0.11
1678591651,0.1
1678593451,0.11
1678595251,0.11
1678597051,0.11
1678598851,0.11
1678600651,0.11
1678602451,0.1
1678604251,0.1
1678606051,0.12
1678607851,0.11
1678609651,0.1
1678611451,0.09
1678613251,0.1
1678615051,0.09
1678616851,0.13
1678618651,0.1
1678620451,0.1
1678622251,0.11
1678624051,0.09
1678625851,0.09
1678627651,0.09
1678629451,0.1
1678631251,0.09
1678633051,0.09
1678634851,0.1
1678636651,0.09
1678638451,0.1
1678640251,0.1
1678642051,0.1
1678643851,0.1
1678645651,0.11
1678647451,0.12
1678649251,0.11
1678651051,0.09
1678652851,0.1
1678654651,0.09
1678656451,0.09
1678658251,0.09
1678660051,0.08
1678661851,0.1
1678663651,0.08
1678665451,0.11
1678667251,0.14
1678669051,0.17
1678670851,0.15
1678672651,0.14
1678674451,0.15
1678676251,0.15
1678678051,0.15
1678679851,0.19
1678681651,0.23
1678683451,0.27
1678685251,0.26
1678687051,0.26
1678688851,0.25
1678690651,0.26
1678692451,0.25
1678694251,0.27
1678696051,0.29
1678697851,0.33
1678699651,0.35
1678701451,0.32
1678703251,0.39
1678705051,0.46
1678706851,0.5
1678708651,0.43
1678710451,0.48
1678712251,0.44
1678714051,0.44
1678715851,0.44
1678717651,0.46
1678719451,0.49
1678721251,0.47
1678723051,0.47
1678724851,0.5
1678726651,0.51
1678728451,0.47
1678730251,0.48
1678732051,0.47
1678733851,0.44
1678735651,0.41
1678737451,0.38
1678739251,0.41
1678741051,0.41
1678742851,0.37
1678744651,0.37
1678746451,0.36
1678748251,0.37
1678750051,0.34
1678751851,0.37
1678753651,0.38
1678755451,0.33
1678757251,0.4
1678759051,0.42
1678760851,0.4
1678762651,0.4
1678764451,0.4
1678766251,0.39
1678768051,0.38
1678769851,0.4
1678771651,0.39
1678773451,0.38
1678775251,0.39
1678777051,0.44
1678778851,0.43
1678780651,0.44
1678782451,0.45
1678784251,0.49
1678786051,0.47
1678787851,0.5
1678789651,0.57
1678791451,0.61
1678793251,0.67
1678795051,0.77
1678796851,1.01
1678798651,0.74
1678800451,0.82
1678802251,0.87
1678804051,0.95
1678805851,0.91
1678807651,1.3
1678809451,0.96
1678811251,1.03
1678813051,0.94
1678814851,1.08
1678816651,1.09
1678818451,1.04
1678820251,1.2
1678822051,1.11
1678823851,4.09
1678825651,1.21
1678827451,1.28
1678829251,1.21
1678831051,1.15
1678832851,1.36
1678834651,1.11
1678836451,1
1678838251,1.08
1678840051,1.03
1678841851,1.08
1678843651,1.07
1678845451,1.14
1678847251,1.13
1678849051,1.03
1678850851,1.06
1678852651,1.06
1678854451,1.05
1678856251,1.07
1678858051,1.06
1678859851,1.08
1678861651,1.85
1678863451,1.12
1678865251,1.18
1678867051,1.11
1678868851,1.08
1678870651,1.16
1678872451,1.24
1678874251,1.15
1678876051,1.13
1678877851,1.23
1678879651,1.19
1678881451,1.15
1678883251,1.19
1678885051,1.23
1678886851,1.1
1678888651,1.2
1678890451,1.26
1678892251,1.16
1678894051,1.23
1678895851,1.31
1678897651,1.37
1678899451,1.15
1678901251,1.13
1678903051,1.32
1678904851,1.2
1678906651,1.25
1678908451,1.26
1678910251,1.26
1678912051,1.2
1678913851,1.29
1678915651,1.28
1678917451,1.3
1678919251,1.2
1678921051,1.14
1678922851,1.2
1678924651,1.14
1678926451,1.09
1678928251,1.11
1678930051,1.08
1678931851,0.97
1678933651,1.02
1678935451,1.01
1678937251,1.03
1678939051,1.03
1678940851,0.97
1678942651,0.95
1678944451,0.92
1678946251,1
1678948051,1.02
1678949851,1.04
1678951651,0.98
1678953451,1
1678955251,1.07
1678957051,1.09
1678958851,1.05
1678960651,1.01
1678962451,1.12
1678964251,1.06
1678966051,1.07
1678967851,1.13
1678969651,1.06
1678971451,1.02
1678973251,0.94
1678975051,0.94
1678976851,1.01
1678978651,0.93
1678980451,0.92
1678982251,0.91
1678984051,0.92
1678985851,0.95
1678987651,0.89
1678989451,0.85
1678991251,0.89
1678993051,0.86
1678994851,0.92
1678996651,0.93
1678998451,0.85
1679000251,0.85
1679002051,0.84
1679003851,0.83
1679005651,0.9
1679007451,0.88
1679009251,0.81
1679011051,0.79
1679012851,0.75
1679014651,0.71
1679016451,0.72
1679018251,0.68
1679020051,0.67
1679021851,0.68
1679023651,0.66
1679025451,0.62
1679027251,0.66
1679029051,0.68
1679030851,0.66
1679032651,0.67
1679034451,0.67
1679036251,0.62
1679038051,0.64
1679039851,0.62
1679041651,0.67
1679043451,0.73
1679045251,0.71
1679047051,0.79
1679048851,0.83
1679050651,0.85
1679052451,0.81
1679054251,0.8
1679056051,0.73
1679057851,0.94
1679059651,0.79
1679061451,0.81
1679063251,0.78
1679065051,0.76
1679066851,0.82
1679068651,0.84
1679070451,0.71
1679072251,0.7
1679074051,0.75
1679075851,0.75
1679077651,0.77
1679079451,0.74
1679081251,0.69
1679083051,0.71
1679084851,0.71
1679086651,0.74
1679088451,0.72
1679090251,0.74
1679092051,0.71
1679093851,0.7
1679095651,0.74
1679097451,0.77
1679099251,0.69
1679101051,0.68
1679102851,0.64
1679104651,0.64
1679106451,0.57
1679108251,0.52
1679110051,0.51
1679111851,0.57
1679113651,0.6
1679115451,0.59
1679117251,0.56
1679119051,0.53
1679120851,0.55
1679122651,0.52
1679124451,0.52
1679126251,0.56
1679128051,0.61
1679129851,0.61
1679131651,0.61
1679133451,0.62
1679135251,0.61
1679137051,0.64
1679138851,0.63
1679140651,0.66
1679142451,0.67
1679144251,0.68
1679146051,0.67
1679147851,0.65
1679149651,0.63
1679151451,0.63
1679153251,0.69
1679155051,0.71
1679156851,0.73
1679158651,0.68
1679160451,0.72
1679162251,0.73
1679164051,0.73
1679165851,0.73
1679167651,0.7
1679169451,0.72
1679171251,0.8
1679173051,0.97
1679174851,0.82
1679176651,0.79
1679178451,0.8
1679180251,0.8
1679182051,0.78
1679183851,0.77
1679185651,0.76
1679187451,0.75
1679189251,0.72
1679191051,0.69
1679192851,0.67
1679194651,0.66
1679196451,0.64
1679198251,0.61
1679200051,0.62
1679201851,0.62
1679203651,0.61
1679205451,0.63
1679207251,0.59
1679209051,0.55
1679210851,0.56
1679212651,0.54
1679214451,0.54
1679216251,0.53
1679218051,0.53
1679219851,0.51
1679221651,0.49
1679223451,0.47
1679225251,0.48
1679227051,0.46
1679228851,0.45
1679230651,0.44
1679232451,0.42
1679234251,0.42
1679236051,0.4
1679237851,0.4
1679239651,0.4
1679241451,0.37
1679243251,0.34
1679245051,0.35
1679246851,0.3
1679248651,0.28
1679250451,0.25
1679252251,0.28
1679254051,0.26
1679255851,0.24
1679257651,0.23
1679259451,0.21
1679261251,0.22
1679263051,0.22
1679264851,0.23
1679266651,0.21
1679268451,0.24
1679270251,0.23
1679272051,0.21
1679273851,0.24
1679275651,0.22
1679277451,0.21
1679279251,0.24
1679281051,0.27
1679282851,0.31
1679284651,0.28
1679286451,0.31
1679288251,0.32
1679290051,0.28
1679291851,0.27
1679293651,0.28
1679295451,0.23
1679297251,0.21
1679299051,0.24
1679300851,0.24
1679302651,0.26
1679304451,0.26
1679306251,0.19
1679308051,0.17
1679309851,0.18
1679311651,0.22
1679313451,0.27
1679315251,0.29
1679317051,0.29
1679318851,0.28
1679320651,0.28
1679322451,0.28
1679324251,0.31
1679326051,0.35
1679327851,0.37
1679329651,0.43
1679331451,0.51
1679333251,0.58
1679335051,0.61
1679336851,0.62
1679338651,0.66
1679340451,0.65
1679342251,0.66
1679344051,0.72
1679345851,0.73
1679347651,0.76
1679349451,0.81
1679351251,0.78
1679353051,0.74
1679354851,0.78
1679356651,0.79
1679358451,0.83
1679360251,0.85
1679362051,0.92
1679363851,0.87
1679365651,0.84
1679367451,0.82
1679369251,0.84
1679371051,0.81
1679372851,0.85
1679374651,0.78
1679376451,0.78
1679378251,0.82
1679380051,0.8
1679381851,0.75
1679383651,0.72
1679385451,0.69
1679387251,0.68
1679389051,0.68
1679390851,0.69
1679392651,0.67
1679394451,0.68
1679396251,0.72
1679398051,0.72
1679399851,0.76
1679401651,0.7
1679403451,0.77
1679405251,0.76
1679407051,0.76
1679408851,0.72
1679410651,0.71
1679412451,0.74
1679414251,0.73
1679416051,0.72
1679417851,0.73
1679419651,0.7
1679421451,0.77
1679423251,0.78
1679425051,0.69
1679426851,0.67
1679428651,0.67
1679430451,0.67
1679432251,0.66
1679434051,0.67
1679435851,0.69
1679437651,0.8
1679439451,0.87
1679441251,0.93
1679443051,0.94
1679444851,1.1
1679446651,1.13
1679448451,1.13
1679450251,1.74
1679452051,1.09
1679453851,1.14
1679455651,1.18
1679457451,1.25
1679459251,1.19
1679461051,1.18
1679462851,1.17
1679464651,1.1
1679466451,1.14
1679468251,1.07
1679470051,1.07
1679471851,1.06
1679473651,1.24
1679475451,1.04
1679477251,1.05
1679479051,1.1
1679480851,1.04
1679482651,1.18
1679484451,1.07
1679486251,1.09
1679488051,1.15
1679489851,1.18
1679491651,1.08
1679493451,1.14
1679495251,1.2
1679497051,1.22
1679498851,1.19
1679500651,1.15
1679502451,1.1
1679504251,1.08
1679506051,1.04
1679507851,1.02
1679509651,1
1679511451,0.98
1679513251,0.92
1679515051,0.97
1679516851,0.9
1679518651,0.84
1679520451,0.89
1679522251,0.87
1679524051,0.91
1679525851,0.91
1679527651,0.88
1679529451,0.92
1679531251,0.86
1679533051,0.87
1679534851,0.9
1679536651,0.86
1679538451,0.94
1679540251,0.88
1679542051,0.91
1679543851,0.92
1679545651,0.9
1679547451,0.96
1679549251,1.01
1679551051,1.01
1679552851,0.95
1679554651,0.98
1679556451,0.99
1679558251,1
1679560051,0.86
1679561851,0.95
1679563651,0.94
1679565451,0.87
1679567251,0.84
1679569051,0.87
1679570851,0.82
1679572651,0.81
1679574451,0.83
1679576251,0.84
1679578051,0.8
1679579851,0.78
1679581651,0.75
1679583451,0.74
1679585251,0.78
1679587051,0.81
1679588851,0.76
1679590651,0.76
1679592451,0.76
1679594251,0.79
1679596051,0.73
1679597851,0.71
1679599651,0.71
1679601451,0.69
1679603251,0.64
1679605051,0.58
1679606851,0.65
1679608651,0.64
1679610451,0.59
1679612251,0.56
1679614051,0.58
1679615851,0.55
1679617651,0.55
1679619451,0.54
1679621251,0.51
1679623051,0.54
1679624851,0.56
1679626651,0.53
1679628451,0.54
1679630251,0.52
1679632051,0.55
1679633851,0.52
1679635651,0.53
1679637451,0.52
1679639251,0.48
1679641051,0.51
1679642851,0.48
1679644651,0.51
1679646451,0.51
1679648251,0.5
1679650051,0.51
1679651851,0.53
1679653651,0.49
1679655451,0.47
1679657251,0.48
1679659051,0.5
1679660851,0.47
1679662651,0.5
1679664451,0.46
1679666251,0.46
1679668051,0.45
1679669851,0.46
1679671651,0.48
1679673451,0.48
1679675251,0.5
1679677051,0.51
1679678851,0.47
1679680651,0.51
1679682451,0.46
1679684251,0.44
1679686051,0.43
1679687851,0.4
1679689651,0.39
1679691451,0.41
1679693251,0.39
1679695051,0.42
1679696851,0.39
1679698651,0.36
1679700451,0.38
1679702251,0.38
1679704051,0.38
1679705851,0.38
1679707651,0.38
1679709451,0.37
1679711251,0.4
1679713051,0.41
1679714851,0.42
1679716651,0.42
1679718451,0.39
1679720251,0.5
1679722051,0.46
1679723851,0.4
1679725651,0.39
1679727451,0.41
1679729251,0.4
1679731051,0.37
1679732851,0.36
1679734651,0.38
1679736451,0.35
1679738251,0.35
1679740051,0.33
1679741851,0.29
1679743651,0.29
1679745451,0.27
1679747251,0.29
1679749051,0.32
1679750851,0.31
1679752651,0.27
1679754451,0.32
1679756251,0.32
1679758051,0.34
1679759851,0.35
1679761651,0.33
1679763451,0.32
1679765251,0.3
1679767051,0.32
1679768851,0.3
1679770651,0.34
1679772451,0.32
1679774251,0.31
1679776051,0.28
1679777851,0.29
1679779651,0.33
1679781451,0.41
1679783251,0.42
1679785051,0.39
1679786851,0.41
1679788651,1.41
1679790451,0.39
1679792251,0.41
1679794051,0.34
1679795851,0.32
1679797651,0.31
1679799451,0.33
1679801251,0.37
1679803051,0.33
1679804851,0.33
1679806651,0.32
1679808451,0.31
1679810251,0.3
1679812051,0.28
1679813851,0.29
1679815651,0.27
1679817451,0.28
1679819251,0.27
1679821051,0.26
1679822851,0.29
1679824651,0.3
1679826451,0.28
1679828251,0.22
1679830051,0.21
1679831851,0.23
1679833651,0.25
1679835451,0.24
1679837251,0.2
1679839051,0.19
1679840851,0.21
1679842651,0.2
1679844451,0.25
1679846251,0.29
1679848051,0.32
1679849851,0.34
1679851651,0.35
1679853451,0.35
1679855251,0.37
1679857051,0.36
1679858851,0.35
1679860651,0.39
1679862451,0.37
1679864251,0.37
1679866051,0.35
1679867851,0.35
1679869651,0.38
1679871451,0.39
1679873251,0.41
1679875051,0.43
1679876851,0.43
1679878651,0.44
1679880451,0.39
1679882251,0.4
1679884051,0.35
1679885851,0.36
1679887651,0.4
1679889451,0.33
1679891251,0.31
1679893051,0.3
1679894851,0.33
1679896651,0.37
1679898451,0.36
1679900251,0.37
1679902051,0.38
1679903851,0.37
1679905651,0.39
1679907451,0.39
1679909251,0.42
1679911051,0.44
1679912851,0.42
1679914651,0.39
1679916451,0.44
1679918251,0.46
1679920051,0.43
1679921851,0.44
1679923651,0.47
1679925451,0.45
1679927251,0.47
1679929051,0.52
1679930851,0.53
1679932651,0.47
1679934451,0.49
1679936251,0.51
1679938051,0.55
1679939851,0.55
1679941651,0.57
1679943451,0.57
1679945251,0.58
1679947051,0.53
1679948851,0.54
1679950651,0.53
1679952451,0.55
1679954251,0.54
1679956051,0.53
1679957851,0.46
1679959651,0.47
1679961451,0.55
1679963251,0.44
1679965051,0.43
1679966851,0.43
1679968651,0.44
1679970451,0.42
1679972251,0.42
1679974051,0.41
1679975851,0.4
1679977651,0.4
1679979451,0.37
1679981251,0.36
1679983051,0.33
1679984851,0.39
1679986651,0.38
1679988451,0.36
1679990251,0.37
1679992051,0.36
1679993851,0.39
1679995651,0.37
1679997451,0.37
1679999251,0.36
1680001051,0.38
1680002851,0.38
1680004651,0.38
1680006451,0.37
1680008251,0.39
1680010051,0.36
1680011851,0.35
1680013651,0.34
1680015451,0.36
1680017251,0.38
1680019051,0.35
1680020851,0.32
1680022651,0.33
1680024451,0.34
1680026251,0.32
1680028051,0.34
1680029851,0.33
1680031651,0.31
1680033451,0.3
1680035251,0.31
1680037051,0.31
1680038851,0.31
1680040651,0.34
1680042451,0.32
1680044251,0.32
1680046051,0.32
1680047851,0.32
1680049651,0.29
1680051451,0.3
1680053251,0.26
1680055051,0.26
1680056851,0.28
1680058651,0.24
1680060451,0.23
1680062251,0.24
1680064051,0.23
1680065851,0.24
1680067651,0.26
1680069451,0.24
1680071251,0.25
1680073051,0.25
1680074851,0.25
1680076651,0.25
1680078451,0.23
1680080251,0.21
1680082051,0.22
1680083851,0.23
1680085651,0.2
1680087451,0.18
1680089251,0.19
1680091051,0.21
1680092851,0.21
1680094651,0.2
1680096451,0.21
1680098251,0.21
1680100051,0.23
1680101851,0.25
1680103651,0.26
1680105451,0.26
1680107251,0.25
1680109051,0.28
1680110851,0.29
1680112651,0.32
1680114451,0.33
1680116251,0.33
1680118051,0.37
1680119851,0.39
1680121651,0.4
1680123451,0.41
1680125251,0.41
1680127051,0.43
1680128851,0.45
1680130651,0.46
1680132451,0.48
1680134251,0.46
1680136051,0.5
1680137851,0.46
1680139651,0.47
1680141451,0.48
1680143251,0.5
1680145051,0.53
1680146851,0.56
1680148651,0.56
1680150451,0.6
1680152251,0.57
1680154051,0.56
1680155851,0.61
1680157651,0.61
1680159451,0.63
1680161251,0.63
1680163051,0.63
1680164851,0.66
1680166651,0.67
1680168451,0.68
1680170251,0.64
1680172051,0.63
1680173851,0.65
1680175651,0.66
1680177451,0.63
1680179251,0.64
1680181051,0.64
1680182851,0.64
1680184651,0.63
1680186451,0.68
1680188251,0.66
1680190051,0.63
1680191851,0.65
1680193651,0.63
1680195451,0.63
1680197251,0.6
1680199051,0.61
1680200851,0.61
1680202651,0.61
1680204451,0.62
1680206251,0.61
1680208051,0.63
1680209851,0.61
1680211651,0.64
1680213451,0.63
1680215251,0.57
1680217051,0.59
1680218851,0.59
1680220651,0.58
1680222451,0.55
1680224251,0.58
1680226051,0.56
1680227851,0.6
1680229651,0.59
1680231451,0.58
1680233251,0.56
1680235051,0.56
1680236851,0.57
1680238651,0.59
1680240451,0.57
1680242251,0.61
1680244051,0.59
1680245851,0.55
1680247651,0.56
1680249451,0.58
1680251251,0.57
1680253051,0.58
1680254851,0.61
1680256651,0.62
1680258451,0.61
1680260251,0.64
1680262051,0.64
1680263851,0.66
1680265651,0.67
1680267451,0.66
1680269251,0.64
1680271051,0.63
1680272851,0.63
1680274651,0.64
1680276451,0.65
1680278251,0.64
1680280051,0.61
1680281851,0.64
1680283651,0.6
1680285451,0.61
1680287251,0.6
1680289051,0.62
1680290851,0.61
1680292651,0.62
1680294451,0.58
1680296251,0.59
1680298051,0.59
1680299851,0.58
1680301651,0.53
1680303451,0.55
1680305251,0.54
1680307051,0.56
1680308851,0.52
1680310651,0.52
1680312451,0.5
1680314251,0.5
1680316051,0.53
1680317851,0.48
1680319651,0.48
1680321451,0.5
1680323251,0.5
1680325051,0.49
1680326851,0.45
1680328651,0.47
1680330451,0.46
1680332251,0.45
1680334051,0.45
1680335851,0.43
1680337651,0.43
1680339451,0.47
1680341251,0.42
1680343051,0.45
1680344851,0.41
1680346651,0.43
1680348451,0.4
1680350251,0.42
1680352051,0.38
1680353851,0.39
1680355651,0.38
1680357451,0.36
1680359251,0.35
1680361051,0.35
1680362851,0.36
1680364651,0.36
1680366451,0.37
1680368251,0.35
1680370051,0.32
1680371851,0.35
1680373651,0.33
1680375451,0.32
1680377251,0.34
1680379051,0.33
1680380851,0.32
1680382651,0.29
1680384451,0.34
1680386251,0.29
1680388051,0.27
1680389851,0.28
1680391651,0.3
1680393451,0.27
1680395251,0.25
1680397051,0.24
1680398851,0.24
1680400651,0.23
1680402451,0.23
1680404251,0.23
1680406051,0.23
1680407851,0.19
1680409651,0.19
1680411451,0.18
1680413251,0.19
1680415051,0.18
1680416851,0.19
1680418651,0.16
1680420451,0.19
1680422251,0.18
1680424051,0.15
1680425851,0.14
1680427651,0.16
1680429451,0.19
1680431251,0.15
1680433051,0.15
1680434851,0.16
1680436651,0.18
1680438451,0.15
1680440251,0.14
1680442051,0.14
1680443851,0.15
1680445651,0.16
1680447451,0.19
1680449251,0.25
1680451051,0.2
1680452851,0.17
1680454651,0.17
1680456451,0.15
1680458251,0.15
1680460051,0.19
1680461851,0.16
1680463651,0.17
1680465451,0.17
1680467251,0.17
1680469051,0.18
1680470851,0.21
1680472651,0.24
1680474451,0.24
1680476251,0.24
1680478051,0.22
1680479851,0.24
1680481651,0.28
1680483451,0.25
1680485251,0.21
1680487051,0.22
1680488851,0.2
1680490651,0.19
1680492451,0.18
1680494251,0.17
1680496051,0.19
1680497851,0.2
1680499651,0.15
1680501451,0.16
1680503251,0.14
1680505051,0.13
1680506851,0.14
1680508651,0.15
1680510451,0.14
1680512251,0.17
1680514051,0.19
1680515851,0.16
1680517651,0.19
1680519451,0.21
1680521251,0.23
1680523051,0.21
1680524851,0.22
1680526651,0.21
1680528451,0.22
1680530251,0.22
1680532051,0.21
1680533851,0.2
1680535651,0.21
1680537451,0.18
1680539251,0.18
1680541051,0.18
1680542851,0.17
1680544651,0.18
1680546451,0.18
1680548251,0.17
1680550051,0.17
1680551851,0.18
1680553651,0.2
1680555451,0.2
1680557251,0.16
1680559051,0.17
1680560851,0.14
1680562651,0.16
1680564451,0.16
1680566251,0.17
1680568051,0.18
1680569851,0.18
1680571651,0.18
1680573451,0.15
1680575251,0.15
1680577051,0.16
1680578851,0.15
1680580651,0.16
1680582451,0.15
1680584251,0.17
1680586051,0.15
1680587851,0.14
1680589651,0.15
1680591451,0.14
1680593251,0.15
1680595051,0.15
1680596851,0.15
1680598651,0.18
1680600451,0.19
1680602251,0.17
1680604051,0.15
1680605851,0.15
1680607651,0.15
1680609451,0.15
1680611251,0.18
1680613051,0.18
1680614851,0.16
1680616651,0.16
1680618451,0.15
1680620251,0.16
1680622051,0.16
1680623851,0.16
1680625651,0.15
1680627451,0.16
1680629251,0.17
1680631051,0.19
1680632851,0.18
1680634651,0.2
1680636451,0.2
1680638251,0.19
1680640051,0.19
1680641851,0.18
1680643651,0.2
1680645451,0.19
1680647251,0.18
1680649051,0.18
1680650851,0.19
1680652651,0.17
1680654451,0.17
1680656251,0.15
1680658051,0.15
1680659851,0.15
1680661651,0.13
1680663451,0.15
1680665251,0.15
1680667051,0.15
1680668851,0.15
1680670651,0.15
1680672451,0.15
1680674251,0.16
1680676051,0.17
1680677851,0.17
1680679651,0.16
1680681451,0.16
1680683251,0.17
1680685051,0.15
1680686851,0.16
1680688651,0.16
1680690451,0.17
1680692251,0.17
1680694051,0.17
1680695851,0.16
1680697651,0.16
1680699451,0.16
1680701251,0.15
1680703051,0.16
1680704851,0.16
1680706651,0.19
1680708451,0.19
1680710251,0.19
1680712051,0.21
1680713851,0.21
1680715651,0.23
1680717451,0.21
1680719251,0.25
1680721051,0.23
1680722851,0.25
1680724651,0.25
1680726451,0.26
1680728251,0.24
1680730051,0.24
1680731851,0.23
1680733651,0.21
1680735451,0.22
1680737251,0.21
1680739051,0.21
1680740851,0.2
1680742651,0.2
1680744451,0.21
1680746251,0.23
1680748051,0.23
1680749851,0.23
1680751651,0.23
1680753451,0.23
1680755251,0.23
1680757051,0.2
1680758851,0.19
1680760651,0.19
1680762451,0.19
1680764251,0.2
1680766051,0.19
1680767851,0.21
1680769651,0.17
1680771451,0.17
1680773251,0.17
1680775051,0.16
1680776851,0.16
1680778651,0.16
1680780451,0.16
1680782251,0.14
1680784051,0.14
1680785851,0.13
1680787651,0.13
1680789451,0.12
1680791251,0.12
1680793051,0.12
1680794851,0.12
1680796651,0.12
1680798451,0.11
1680800251,0.1
1680802051,0.12
1680803851,0.12
1680805651,0.1
1680807451,0.1
1680809251,0.09
1680811051,0.11
1680812851,0.11
1680814651,0.11
1680816451,0.11
1680818251,0.11
1680820051,0.12
1680821851,0.12
1680823651,0.15
1680825451,0.16
1680827251,0.14
1680829051,0.13
1680830851,0.12
1680832651,0.15
1680834451,0.18
1680836251,0.18
1680838051,0.21
1680839851,0.22
1680841651,0.18
1680843451,0.15
1680845251,0.16
1680847051,0.18
1680848851,0.18
1680850651,0.18
1680852451,0.2
1680854251,0.2
1680856051,0.2
1680857851,0.19
1680859651,0.2
1680861451,0.21
1680863251,0.21
1680865051,0.21
1680866851,0.16
1680868651,0.16
1680870451,0.16
1680872251,0.16
1680874051,0.16
1680875851,0.15
1680877651,0.14
1680879451,0.15
1680881251,0.15
1680883051,0.15
1680884851,0.15
1680886651,0.14
1680888451,0.16
1680890251,0.15
1680892051,0.17
1680893851,0.19
1680895651,0.2
1680897451,0.21
1680899251,0.22
1680901051,0.25
1680902851,0.29
1680904651,0.29
1680906451,0.32
1680908251,0.38
1680910051,0.43
1680911851,0.42
1680913651,0.48
1680915451,0.45
1680917251,0.44
1680919051,0.47
1680920851,0.48
1680922651,0.48
1680924451,0.52
1680926251,0.52
1680928051,0.48
1680929851,0.46
1680931651,0.49
1680933451,0.45
1680935251,0.48
1680937051,0.5
1680938851,0.47
1680940651,0.43
1680942451,0.43
1680944251,0.47
1680946051,0.48
1680947851,0.51
1680949651,0.52
1680951451,0.5
1680953251,0.55
1680955051,0.54
1680956851,0.52
1680958651,0.51
1680960451,0.49
1680962251,0.5
1680964051,0.51
1680965851,0.51
1680967651,0.5
1680969451,0.49
1680971251,0.49
1680973051,0.46
1680974851,0.49
1680976651,0.42
1680978451,0.46
1680980251,0.47
1680982051,0.48
1680983851,0.48
1680985651,0.5
1680987451,0.54
1680989251,0.6
1680991051,0.65
1680992851,0.58
1680994651,0.62
1680996451,0.58
1680998251,0.55
1681000051,0.57
1681001851,0.59
1681003651,0.59
1681005451,0.65
1681007251,0.65
1681009051,0.66
1681010851,0.7
1681012651,0.75
1681014451,0.78
1681016251,0.79
1681018051,0.77
1681019851,0.78
1681021651,0.83
1681023451,0.8
1681025251,0.73
1681027051,0.72
1681028851,0.69
1681030651,0.76
1681032451,0.72
1681034251,0.7
1681036051,0.67
1681037851,0.62
1681039651,0.64
1681041451,0.63
1681043251,0.62
1681045051,0.69
1681046851,0.62
1681048651,0.63
1681050451,0.63
1681052251,0.61
1681054051,0.59
1681055851,0.62
1681057651,0.6
1681059451,0.59
1681061251,0.54
1681063051,0.54
1681064851,0.52
1681066651,0.49
1681068451,0.48
1681070251,0.48
1681072051,0.49
1681073851,0.46
1681075651,0.43
1681077451,0.44
1681079251,0.45
1681081051,0.41
1681082851,0.38
1681084651,0.44
1681086451,0.39
1681088251,0.41
1681090051,0.37
1681091851,0.39
1681093651,0.39
1681095451,0.39
1681097251,0.43
1681099051,0.41
1681100851,0.4
1681102651,0.43
1681104451,0.45
1681106251,0.4
1681108051,0.42
1681109851,0.43
1681111651,0.41
1681113451,0.41
1681115251,0.42
1681117051,0.4
1681118851,0.44
1681120651,0.4
1681122451,0.39
1681124251,0.39
1681126051,0.35
1681127851,0.35
1681129651,0.37
1681131451,0.36
1681133251,0.36
1681135051,0.4
1681136851,0.39
1681138651,0.39
1681140451,0.37
1681142251,0.35
1681144051,0.34
1681145851,0.34
1681147651,0.36
1681149451,0.35
1681151251,0.32
1681153051,0.32
1681154851,0.3
1681156651,0.3
1681158451,0.3
1681160251,0.29
1681162051,0.27
1681163851,0.29
1681165651,0.29
1681167451,0.28
1681169251,0.32
1681171051,0.32
1681172851,0.29
1681174651,0.3
1681176451,0.27
1681178251,0.28
1681180051,0.31
1681181851,0.31
1681183651,0.31
1681185451,0.27
1681187251,0.29
1681189051,0.26
1681190851,0.21
1681192651,0.18
1681194451,0.16
1681196251,0.18
1681198051,0.18
1681199851,0.19
1681201651,0.21
1681203451,0.24
1681205251,0.25
