Epoch time,Significant Wave Height (m)
1665557841,0.4
1665559641,0.39
1665561441,0.39
1665563241,0.43
1665565041,0.43
1665566841,0.45
1665568641,0.41
1665570441,0.41
1665572241,0.38
1665574041,0.38
1665575841,0.39
1665577641,0.37
1665579441,0.35
1665581241,0.35
1665583041,0.37
1665584841,0.35
1665586641,0.33
1665588441,0.34
1665590241,0.35
1665592041,0.33
1665593841,0.32
1665595641,0.33
1665597441,0.32
1665599241,0.32
1665601041,0.29
1665602841,0.29
1665604641,0.28
1665606441,0.29
1665608241,0.28
1665610041,0.32
1665611841,0.3
1665613641,0.3
1665615441,0.31
1665617241,0.32
1665619041,0.31
1665620841,0.33
1665622641,0.33
1665624441,0.31
1665626241,0.28
1665628041,0.29
1665629841,0.28
1665631641,0.26
1665633441,0.25
1665635241,0.21
1665637041,0.22
1665638841,0.23
1665640641,0.21
1665642441,0.2
1665644241,0.16
1665646041,0.18
1665647841,0.18
1665649641,0.19
1665651441,0.19
1665653241,0.17
1665655041,0.22
1665656841,0.2
1665658641,0.24
1665660441,0.24
1665662241,0.22
1665664041,0.25
1665665841,0.29
1665667641,0.26
1665669441,0.22
1665671241,0.19
1665673041,0.2
1665674841,0.22
1665676641,0.22
1665678441,0.19
1665680241,0.22
1665682041,0.17
1665683841,0.2
1665685641,0.2
1665687441,0.17
1665689241,0.12
1665691041,0.11
1665692841,0.12
1665694641,0.13
1665696441,0.13
1665698241,0.12
1665700041,0.15
1665701841,0.14
1665703641,0.14
1665705441,0.17
1665707241,0.14
1665709041,0.11
1665710841,0.14
1665712641,0.11
1665714441,0.11
1665716241,0.12
1665718041,0.12
1665719841,0.12
1665721641,0.13
1665723441,0.11
1665725241,0.11
1665727041,0.1
1665728841,0.11
1665730641,0.11
1665732441,0.13
1665734241,0.15
1665736041,0.21
1665737841,0.16
1665739641,0.13
1665741441,0.11
1665743241,0.12
1665745041,0.13
1665746841,0.13
1665748641,0.12
1665750441,0.11
1665752241,0.11
1665754041,0.13
1665755841,0.14
1665757641,0.14
1665759441,0.14
1665761241,0.14
1665763041,0.13
1665764841,0.14
1665766641,0.15
1665768441,0.15
1665770241,0.16
1665772041,0.15
1665773841,0.15
1665775641,0.15
1665777441,0.16
1665779241,0.15
1665781041,0.15
1665782841,0.16
1665784641,0.18
1665786441,0.17
1665788241,0.18
1665790041,0.19
1665791841,0.21
1665793641,0.17
1665795441,0.19
1665797241,0.19
1665799041,0.18
1665800841,0.2
1665802641,0.22
1665804441,0.21
1665806241,0.21
1665808041,0.22
1665809841,0.23
1665811641,0.24
1665813441,0.25
1665815241,0.25
1665817041,0.27
1665818841,0.27
1665820641,0.27
1665822441,0.25
1665824241,0.26
1665826041,0.24
1665827841,0.22
1665829641,0.21
1665831441,0.21
1665833241,0.21
1665835041,0.21
1665836841,0.19
1665838641,0.18
1665840441,0.2
1665842241,0.19
1665844041,0.2
1665845841,0.21
1665847641,0.23
1665849441,0.24
1665851241,0.29
1665853041,0.27
1665854841,0.29
1665856641,0.33
1665858441,0.35
1665860241,0.35
1665862041,0.32
1665863841,0.32
1665865641,0.31
1665867441,0.32
1665869241,0.34
1665871041,0.39
1665872841,0.45
1665874641,0.5
1665876441,0.54
1665878241,0.57
1665880041,0.57
1665881841,0.56
1665883641,0.54
1665885441,0.5
1665887241,0.52
1665889041,0.55
1665890841,0.53
1665892641,0.55
1665894441,0.55
1665896241,0.51
1665898041,0.5
1665899841,0.57
1665901641,0.53
1665903441,0.59
1665905241,0.63
1665907041,0.63
1665908841,0.63
1665910641,0.63
1665912441,0.62
1665914241,0.61
1665916041,0.64
1665917841,0.61
1665919641,0.59
1665921441,0.57
1665923241,0.58
1665925041,0.57
1665926841,0.51
1665928641,0.49
1665930441,0.5
1665932241,0.48
1665934041,0.49
1665935841,0.47
1665937641,0.49
1665939441,0.47
1665941241,0.48
1665943041,0.48
1665944841,0.49
1665946641,0.48
1665948441,0.48
1665950241,0.48
1665952041,0.44
1665953841,0.45
1665955641,0.42
1665957441,0.4
1665959241,0.4
1665961041,0.43
1665962841,0.4
1665964641,0.39
1665966441,0.38
1665968241,0.4
1665970041,0.4
1665971841,0.44
1665973641,0.46
1665975441,0.46
1665977241,0.46
1665979041,0.47
1665980841,0.47
1665982641,0.48
1665984441,0.46
1665986241,0.46
1665988041,0.44
1665989841,0.44
1665991641,0.42
1665993441,0.42
1665995241,0.4
1665997041,0.38
1665998841,0.4
1666000641,0.39
1666002441,0.39
1666004241,0.42
1666006041,0.4
1666007841,0.41
1666009641,0.41
1666011441,0.39
1666013241,0.4
1666015041,0.42
1666016841,0.4
1666018641,0.41
1666020441,0.41
1666022241,0.42
1666024041,0.4
1666025841,0.41
1666027641,0.42
1666029441,0.43
1666031241,0.46
1666033041,0.45
1666034841,0.49
1666036641,0.52
1666038441,0.5
1666040241,0.47
1666042041,0.45
1666043841,0.47
1666045641,0.56
1666047441,0.57
1666049241,0.59
1666051041,0.69
1666052841,0.72
1666054641,0.71
1666056441,0.75
1666058241,0.79
1666060041,0.89
1666061841,0.89
1666063641,0.87
1666065441,0.83
1666067241,0.86
1666069041,0.86
1666070841,0.84
1666072641,0.83
1666074441,0.86
1666076241,0.89
1666078041,0.95
1666079841,0.97
1666081641,1.02
1666083441,0.94
1666085241,0.96
1666087041,1
1666088841,0.93
1666090641,0.95
1666092441,0.98
1666094241,0.98
1666096041,0.89
1666097841,0.87
1666099641,0.9
1666101441,0.97
1666103241,0.96
1666105041,0.9
1666106841,0.91
1666108641,0.94
1666110441,0.88
1666112241,0.93
1666114041,0.91
1666115841,0.89
1666117641,0.87
1666119441,0.88
1666121241,0.87
1666123041,0.81
1666124841,0.85
1666126641,0.89
1666128441,0.76
1666130241,0.73
1666132041,0.78
1666133841,0.82
1666135641,0.78
1666137441,0.75
1666139241,0.75
1666141041,0.71
1666142841,0.81
1666144641,0.71
1666146441,0.71
1666148241,0.72
1666150041,0.7
1666151841,0.6
1666153641,0.66
1666155441,0.61
1666157241,0.55
1666159041,0.53
1666160841,0.51
1666162641,0.5
1666164441,0.45
1666166241,0.45
1666168041,0.46
1666169841,0.41
1666171641,0.36
1666173441,0.37
1666175241,0.38
1666177041,0.39
1666178841,0.46
1666180641,0.47
1666182441,0.44
1666184241,0.45
1666186041,0.45
1666187841,1.24
1666189641,0.4
1666191441,0.35
1666193241,0.28
1666195041,0.19
1666196841,0.12
1666198641,0.14
1666200441,0.18
1666202241,0.19
1666204041,0.21
1666205841,0.24
1666207641,0.27
1666209441,0.27
1666211241,0.27
1666213041,0.29
1666214841,0.3
1666216641,0.29
1666218441,0.31
1666220241,0.3
1666222041,0.32
1666223841,0.33
1666225641,0.32
1666227441,0.32
1666229241,0.34
1666231041,0.34
1666232841,0.35
1666234641,0.36
1666236441,0.35
1666238241,0.37
1666240041,0.37
1666241841,0.37
1666243641,0.36
1666245441,0.36
1666247241,0.4
1666249041,0.41
1666250841,0.43
1666252641,0.43
1666254441,0.44
1666256241,0.41
1666258041,0.42
1666259841,0.42
1666261641,0.41
1666263441,0.4
1666265241,0.36
1666267041,0.37
1666268841,0.36
1666270641,0.33
1666272441,0.35
1666274241,0.34
1666276041,0.37
1666277841,0.38
1666279641,0.4
1666281441,0.41
1666283241,0.43
1666285041,0.44
1666286841,0.45
1666288641,0.45
1666290441,0.48
1666292241,0.52
1666294041,0.5
1666295841,0.49
1666297641,0.51
1666299441,0.53
1666301241,0.5
1666303041,0.48
1666304841,0.53
1666306641,0.52
1666308441,0.56
1666310241,0.52
1666312041,0.54
1666313841,0.57
1666315641,0.59
1666317441,0.6
1666319241,0.63
1666321041,0.63
1666322841,0.63
1666324641,0.58
1666326441,0.62
1666328241,0.57
1666330041,0.6
1666331841,0.58
1666333641,0.58
1666335441,0.57
1666337241,0.63
1666339041,0.58
1666340841,0.54
1666342641,0.54
1666344441,0.52
1666346241,0.53
1666348041,0.52
1666349841,0.54
1666351641,0.52
1666353441,0.53
1666355241,0.51
1666357041,0.53
1666358841,0.54
1666360641,0.54
1666362441,0.56
1666364241,0.58
1666366041,0.58
1666367841,0.57
1666369641,0.58
1666371441,0.6
1666373241,0.61
1666375041,0.62
1666376841,0.55
1666378641,0.57
1666380441,0.58
1666382241,0.58
1666384041,0.54
1666385841,0.54
1666387641,0.49
1666389441,0.5
1666391241,0.49
1666393041,0.48
1666394841,0.51
1666396641,0.49
1666398441,0.48
1666400241,0.45
1666402041,0.43
1666403841,0.42
1666405641,0.41
1666407441,0.41
1666409241,0.4
1666411041,0.39
1666412841,0.4
1666414641,0.38
1666416441,0.39
1666418241,0.39
1666420041,0.38
1666421841,0.41
1666423641,0.39
1666425441,0.38
1666427241,0.41
1666429041,0.38
1666430841,0.39
1666432641,0.39
1666434441,0.38
1666436241,0.38
1666438041,0.37
1666439841,0.37
1666441641,0.35
1666443441,0.33
1666445241,0.36
1666447041,0.36
1666448841,0.39
1666450641,0.41
1666452441,0.41
1666454241,0.42
1666456041,0.42
1666457841,0.43
1666459641,0.4
1666461441,0.38
1666463241,0.35
1666465041,0.33
1666466841,0.31
1666468641,0.31
1666470441,0.33
1666472241,0.34
1666474041,0.31
1666475841,0.34
1666477641,0.33
1666479441,0.33
1666481241,0.33
1666483041,0.33
1666484841,0.34
1666486641,0.33
1666488441,0.34
1666490241,0.32
1666492041,0.31
1666493841,0.33
1666495641,0.34
1666497441,0.31
1666499241,0.29
1666501041,0.29
1666502841,0.27
1666504641,0.28
1666506441,0.27
1666508241,0.28
1666510041,0.29
1666511841,0.29
1666513641,0.3
1666515441,0.28
1666517241,0.26
1666519041,0.27
1666520841,0.25
1666522641,0.25
1666524441,0.22
1666526241,0.25
1666528041,0.23
1666529841,0.21
1666531641,0.22
1666533441,0.22
1666535241,0.21
1666537041,0.23
1666538841,0.23
1666540641,0.22
1666542441,0.21
1666544241,0.23
1666546041,0.24
1666547841,0.26
1666549641,0.27
1666551441,0.28
1666553241,0.3
1666555041,0.27
1666556841,0.26
1666558641,0.26
1666560441,0.24
1666562241,0.22
1666564041,0.23
1666565841,0.23
1666567641,0.25
1666569441,0.27
1666571241,0.27
1666573041,0.3
1666574841,0.29
1666576641,0.33
1666578441,0.34
1666580241,0.31
1666582041,0.31
1666583841,0.32
1666585641,0.3
1666587441,0.3
1666589241,0.29
1666591041,0.31
1666592841,0.32
1666594641,0.34
1666596441,0.38
1666598241,0.39
1666600041,0.4
1666601841,0.42
1666603641,0.42
1666605441,0.45
1666607241,0.47
1666609041,0.48
1666610841,0.49
1666612641,0.5
1666614441,0.51
1666616241,0.49
1666618041,0.47
1666619841,0.43
1666621641,0.43
1666623441,0.47
1666625241,0.48
1666627041,0.44
1666628841,0.48
1666630641,0.46
1666632441,0.48
1666634241,0.44
1666636041,0.47
1666637841,0.46
1666639641,0.47
1666641441,0.43
1666643241,0.43
1666645041,0.43
1666646841,0.41
1666648641,0.4
1666650441,0.41
1666652241,0.4
1666654041,0.39
1666655841,0.38
1666657641,0.45
1666659441,0.48
1666661241,0.49
1666663041,0.52
1666664841,0.52
1666666641,0.52
1666668441,0.51
1666670241,0.47
1666672041,0.49
1666673841,0.48
1666675641,0.49
1666677441,0.5
1666679241,0.48
1666681041,0.49
1666682841,0.5
1666684641,0.54
1666686441,0.53
1666688241,0.53
1666690041,0.53
1666691841,0.49
1666693641,0.51
1666695441,0.51
1666697241,0.54
1666699041,0.53
1666700841,0.55
1666702641,0.57
1666704441,0.58
1666706241,0.58
1666708041,0.52
1666709841,0.62
1666711641,0.52
1666713441,0.58
1666715241,0.48
1666717041,0.54
1666718841,0.49
1666720641,0.54
1666722441,0.59
1666724241,0.62
1666726041,0.63
1666727841,0.7
1666729641,0.67
1666731441,0.62
1666733241,0.62
1666735041,0.59
1666736841,0.57
1666738641,0.6
1666740441,0.53
1666742241,0.54
1666744041,0.54
1666745841,0.52
1666747641,0.53
1666749441,0.53
1666751241,0.6
1666753041,0.57
1666754841,0.54
1666756641,0.53
1666758441,0.57
1666760241,0.53
1666762041,0.56
1666763841,0.58
1666765641,0.59
1666767441,0.62
1666769241,0.65
1666771041,0.65
1666772841,0.71
1666774641,0.68
1666776441,0.68
1666778241,0.75
1666780041,0.77
1666781841,0.86
1666783641,0.89
1666785441,0.9
1666787241,0.88
1666789041,0.98
1666790841,0.99
1666792641,1
1666794441,1
1666796241,1.13
1666798041,1
1666799841,1.03
1666801641,1.09
1666803441,1.09
1666805241,1.09
1666807041,1.22
1666808841,1.22
1666810641,1.18
1666812441,1.12
1666814241,1.11
1666816041,1.14
1666817841,1.12
1666819641,1.12
1666821441,1.15
1666823241,1.12
1666825041,1.16
1666826841,1.17
1666828641,1.17
1666830441,1.12
1666832241,1.2
1666834041,1.17
1666835841,1.13
1666837641,1.12
1666839441,1.06
1666841241,1.02
1666843041,1.1
1666844841,1
1666846641,0.98
1666848441,0.94
1666850241,0.91
1666852041,0.91
1666853841,0.87
1666855641,0.84
1666857441,0.86
1666859241,0.79
1666861041,0.85
1666862841,0.82
1666864641,0.85
1666866441,0.84
1666868241,0.86
1666870041,0.89
1666871841,0.9
1666873641,0.86
1666875441,0.86
1666877241,0.87
1666879041,0.89
1666880841,0.9
1666882641,0.89
1666884441,0.92
1666886241,0.89
1666888041,0.9
1666889841,0.91
1666891641,0.89
1666893441,0.85
1666895241,0.9
1666897041,0.9
1666898841,0.95
1666900641,0.84
1666902441,0.86
1666904241,0.87
1666906041,0.88
1666907841,0.88
1666909641,0.89
1666911441,0.85
1666913241,0.88
1666915041,0.86
1666916841,0.82
1666918641,0.82
1666920441,0.88
1666922241,0.83
1666924041,0.81
1666925841,0.77
1666927641,0.78
1666929441,0.82
1666931241,0.77
1666933041,0.78
1666934841,0.71
1666936641,0.71
1666938441,0.82
1666940241,0.72
1666942041,0.74
1666943841,0.73
1666945641,0.65
1666947441,0.68
1666949241,0.66
1666951041,0.68
1666952841,0.63
1666954641,0.59
1666956441,0.59
1666958241,0.57
1666960041,0.52
1666961841,0.53
1666963641,0.55
1666965441,0.52
1666967241,0.49
1666969041,0.47
1666970841,0.43
1666972641,0.44
1666974441,0.42
1666976241,0.37
1666978041,0.43
1666979841,0.39
1666981641,0.37
1666983441,0.38
1666985241,0.39
1666987041,0.4
1666988841,0.43
1666990641,0.48
1666992441,0.55
1666994241,0.58
1666996041,0.61
1666997841,0.62
1666999641,0.66
1667001441,0.82
1667003241,0.86
1667005041,0.9
1667006841,0.86
1667008641,0.81
1667010441,1.13
1667012241,1.25
1667014041,1.22
1667015841,1.18
1667017641,1.26
1667019441,1.24
1667021241,1.29
1667023041,1.26
1667024841,1.26
1667026641,1.26
1667028441,1.19
1667030241,1.21
1667032041,1.17
1667033841,1.07
1667035641,1.07
1667037441,1.08
1667039241,1.04
1667041041,1.04
1667042841,0.98
1667044641,0.95
1667046441,0.92
1667048241,0.97
1667050041,0.96
1667051841,0.96
1667053641,0.92
1667055441,0.93
1667057241,0.95
1667059041,1
1667060841,1.02
1667062641,0.95
1667064441,0.88
1667066241,0.95
1667068041,0.9
1667069841,0.91
1667071641,0.95
1667073441,0.87
1667075241,0.83
1667077041,0.89
1667078841,0.84
1667080641,0.8
1667082441,0.82
1667084241,0.86
1667086041,0.81
1667087841,0.81
1667089641,0.8
1667091441,0.84
1667093241,0.84
1667095041,0.8
1667096841,0.78
1667098641,0.77
1667100441,0.78
1667102241,0.74
1667104041,0.78
1667105841,0.72
1667107641,0.72
1667109441,0.72
1667111241,0.76
1667113041,0.7
1667114841,0.77
1667116641,0.78
1667118441,0.68
1667120241,0.69
1667122041,0.67
1667123841,0.69
1667125641,0.71
1667127441,0.75
1667129241,0.73
1667131041,0.71
1667132841,0.71
1667134641,0.7
1667136441,0.69
1667138241,0.7
1667140041,0.66
1667141841,0.64
1667143641,0.68
1667145441,0.62
1667147241,0.59
1667149041,0.65
1667150841,0.66
1667152641,0.62
1667154441,0.7
1667156241,0.69
1667158041,0.71
1667159841,0.73
1667161641,0.72
1667163441,0.72
1667165241,0.74
1667167041,0.83
1667168841,0.78
1667170641,0.84
1667172441,0.78
1667174241,0.79
1667176041,0.83
1667177841,0.76
1667179641,0.82
1667181441,0.82
1667183241,0.77
1667185041,0.75
1667186841,0.73
1667188641,0.75
1667190441,0.77
1667192241,0.74
1667194041,0.7
1667195841,0.69
1667197641,0.65
1667199441,0.65
1667201241,0.63
1667203041,0.6
1667204841,0.59
1667206641,0.57
1667208441,0.62
1667210241,0.54
1667212041,0.53
1667213841,0.5
1667215641,0.54
1667217441,0.48
1667219241,0.49
1667221041,0.51
1667222841,0.47
1667224641,0.5
1667226441,0.51
1667228241,0.55
1667230041,0.54
1667231841,0.52
1667233641,0.51
1667235441,0.51
1667237241,0.47
1667239041,0.5
1667240841,0.47
1667242641,0.48
1667244441,0.43
1667246241,0.46
1667248041,0.41
1667249841,0.41
1667251641,0.36
1667253441,0.4
1667255241,0.35
1667257041,0.34
1667258841,0.33
1667260641,0.3
1667262441,0.32
1667264241,0.31
1667266041,0.27
1667267841,0.27
1667269641,0.26
1667271441,0.23
1667273241,0.24
1667275041,0.25
1667276841,0.25
1667278641,0.24
1667280441,0.25
1667282241,0.24
1667284041,0.26
1667285841,0.28
1667287641,0.31
1667289441,0.31
1667291241,0.32
1667293041,0.31
1667294841,0.29
1667296641,0.31
1667298441,0.27
1667300241,0.23
1667302041,0.22
1667303841,0.25
1667305641,0.31
1667307441,0.26
1667309241,0.22
1667311041,0.23
1667312841,0.24
1667314641,0.15
1667316441,0.13
1667318241,0.13
1667320041,0.14
1667321841,0.18
1667323641,0.25
1667325441,0.22
1667327241,0.27
1667329041,0.34
1667330841,0.38
1667332641,0.36
1667334441,0.4
1667336241,0.39
1667338041,0.45
1667339841,0.46
1667341641,0.47
1667343441,0.49
1667345241,0.5
1667347041,0.53
1667348841,0.59
1667350641,0.67
1667352441,0.68
1667354241,0.69
1667356041,0.69
1667357841,0.74
1667359641,0.75
1667361441,0.83
1667363241,0.78
1667365041,0.87
1667366841,0.85
1667368641,0.91
1667370441,0.92
1667372241,0.96
1667374041,0.97
1667375841,0.96
1667377641,1.02
1667379441,1
1667381241,0.94
1667383041,0.99
1667384841,1.01
1667386641,1.02
1667388441,0.96
1667390241,0.92
1667392041,0.91
1667393841,0.88
1667395641,0.89
1667397441,0.87
1667399241,0.87
1667401041,0.83
1667402841,0.77
1667404641,0.86
1667406441,0.8
1667408241,0.85
1667410041,0.83
1667411841,0.93
1667413641,0.85
1667415441,0.87
1667417241,0.86
1667419041,0.93
1667420841,0.95
1667422641,0.96
1667424441,0.97
1667426241,0.93
1667428041,1.05
1667429841,0.98
1667431641,1.01
1667433441,0.98
1667435241,1.04
1667437041,1.03
1667438841,0.99
1667440641,0.93
1667442441,0.94
1667444241,0.98
1667446041,0.89
1667447841,0.95
1667449641,0.9
1667451441,0.86
1667453241,0.81
1667455041,0.81
1667456841,0.87
1667458641,0.83
1667460441,0.79
1667462241,0.79
1667464041,0.79
1667465841,0.75
1667467641,0.74
1667469441,0.69
1667471241,0.72
1667473041,0.73
1667474841,0.71
1667476641,0.7
1667478441,0.72
1667480241,0.72
1667482041,0.67
1667483841,0.73
1667485641,0.76
1667487441,0.75
1667489241,0.71
1667491041,0.72
1667492841,0.71
1667494641,0.67
1667496441,0.66
1667498241,0.67
1667500041,0.63
1667501841,0.63
1667503641,0.65
1667505441,0.67
1667507241,0.65
1667509041,0.64
1667510841,0.69
1667512641,0.67
1667514441,0.68
1667516241,0.71
1667518041,0.76
1667519841,0.74
1667521641,0.73
1667523441,0.69
1667525241,0.68
1667527041,0.67
1667528841,0.6
1667530641,0.6
1667532441,0.62
1667534241,0.64
1667536041,0.62
1667537841,0.58
1667539641,0.59
1667541441,0.61
1667543241,0.56
1667545041,0.54
1667546841,0.6
1667548641,0.64
1667550441,0.54
1667552241,0.52
1667554041,0.54
1667555841,0.55
1667557641,0.54
1667559441,0.49
1667561241,0.53
1667563041,0.51
1667564841,0.51
1667566641,0.49
1667568441,0.46
1667570241,0.48
1667572041,0.47
1667573841,0.45
1667575641,0.46
1667577441,0.42
1667579241,0.4
1667581041,0.4
1667582841,0.42
1667584641,0.37
1667586441,0.38
1667588241,0.36
1667590041,0.35
1667591841,0.39
1667593641,0.38
1667595441,0.4
1667597241,0.45
1667599041,0.44
1667600841,0.45
1667602641,0.47
1667604441,0.49
1667606241,0.52
1667608041,0.48
1667609841,0.49
1667611641,0.49
1667613441,0.48
1667615241,0.47
1667617041,0.48
1667618841,0.47
1667620641,0.47
1667622441,0.44
1667624241,0.43
1667626041,0.41
1667627841,0.44
1667629641,0.42
1667631441,0.44
1667633241,0.47
1667635041,0.44
1667636841,0.46
1667638641,0.47
1667640441,0.48
1667642241,0.46
1667644041,0.52
1667645841,0.47
1667647641,0.5
1667649441,0.52
1667651241,0.45
1667653041,0.47
1667654841,0.47
1667656641,0.46
1667658441,0.46
1667660241,0.45
1667662041,0.43
1667663841,0.46
1667665641,0.42
1667667441,0.43
1667669241,0.43
1667671041,0.43
1667672841,0.45
1667674641,0.42
1667676441,0.41
1667678241,0.43
1667680041,0.43
1667681841,0.4
1667683641,0.39
1667685441,0.39
1667687241,0.38
1667689041,0.36
1667690841,0.33
1667692641,0.36
1667694441,0.36
1667696241,0.35
1667698041,0.34
1667699841,0.32
1667701641,0.34
1667703441,0.31
1667705241,0.3
1667707041,0.32
1667708841,0.3
1667710641,0.31
1667712441,0.28
1667714241,0.31
1667716041,0.27
1667717841,0.28
1667719641,0.28
1667721441,0.26
1667723241,0.28
1667725041,0.27
1667726841,0.29
1667728641,0.29
1667730441,0.3
1667732241,0.32
1667734041,0.35
1667735841,0.39
1667737641,0.4
1667739441,0.4
1667741241,0.39
1667743041,0.36
1667744841,0.42
1667746641,0.41
1667748441,0.4
1667750241,0.38
1667752041,0.38
1667753841,0.41
1667755641,0.41
1667757441,0.4
1667759241,0.38
1667761041,0.39
1667762841,0.38
1667764641,0.44
1667766441,0.41
1667768241,0.51
1667770041,0.56
1667771841,0.49
1667773641,0.5
1667775441,0.54
1667777241,0.54
1667779041,0.5
1667780841,0.55
1667782641,0.57
1667784441,0.55
1667786241,0.54
1667788041,0.54
1667789841,0.48
1667791641,0.47
1667793441,0.42
1667795241,0.4
1667797041,0.28
1667798841,0.29
1667800641,0.27
1667802441,0.29
1667804241,0.33
1667806041,0.38
1667807841,0.3
1667809641,0.28
1667811441,0.31
1667813241,0.33
1667815041,0.29
1667816841,0.25
1667818641,0.2
1667820441,0.18
1667822241,0.15
1667824041,0.15
1667825841,0.14
1667827641,0.14
1667829441,0.14
1667831241,0.16
1667833041,0.16
1667834841,0.2
1667836641,0.23
1667838441,0.25
1667840241,0.22
1667842041,0.24
1667843841,0.21
1667845641,0.22
1667847441,0.23
1667849241,0.25
1667851041,0.23
1667852841,0.26
1667854641,0.26
1667856441,0.26
1667858241,0.25
1667860041,0.24
1667861841,0.25
1667863641,0.26
1667865441,0.26
1667867241,0.24
1667869041,0.26
1667870841,0.27
1667872641,0.27
1667874441,0.27
1667876241,0.28
1667878041,0.3
1667879841,0.29
1667881641,0.31
1667883441,0.3
1667885241,0.33
1667887041,0.35
1667888841,0.37
1667890641,0.36
1667892441,0.33
1667894241,0.35
1667896041,0.34
1667897841,0.34
1667899641,0.33
1667901441,0.35
1667903241,0.35
1667905041,0.35
1667906841,0.31
1667908641,0.34
1667910441,0.32
1667912241,0.34
1667914041,0.34
1667915841,0.34
1667917641,0.34
1667919441,0.37
1667921241,0.36
1667923041,0.36
1667924841,0.39
1667926641,0.41
1667928441,0.44
1667930241,0.44
1667932041,0.43
1667933841,0.41
1667935641,0.4
1667937441,0.37
1667939241,0.36
1667941041,0.39
1667942841,0.36
1667944641,0.41
1667946441,0.42
1667948241,0.42
1667950041,0.43
1667951841,0.49
1667953641,0.47
1667955441,0.51
1667957241,0.57
1667959041,0.55
1667960841,0.59
1667962641,0.57
1667964441,0.51
1667966241,0.55
1667968041,0.55
1667969841,0.6
1667971641,0.58
1667973441,0.58
1667975241,0.61
1667977041,0.61
1667978841,0.6
1667980641,0.53
1667982441,0.58
1667984241,0.59
1667986041,0.58
1667987841,0.62
1667989641,0.56
1667991441,0.59
1667993241,0.58
1667995041,0.61
1667996841,0.61
1667998641,0.59
1668000441,0.61
1668002241,0.62
1668004041,0.58
1668005841,0.59
1668007641,0.57
1668009441,0.53
1668011241,0.56
1668013041,0.59
1668014841,0.57
1668016641,0.6
1668018441,0.57
1668020241,0.56
1668022041,0.51
1668023841,0.52
1668025641,0.54
1668027441,0.52
1668029241,0.5
1668031041,0.52
1668032841,0.5
1668034641,0.46
1668036441,0.5
1668038241,0.51
1668040041,0.48
1668041841,0.51
1668043641,0.47
1668045441,0.45
1668047241,0.45
1668049041,0.44
1668050841,0.47
1668052641,0.42
1668054441,0.4
1668056241,0.39
1668058041,0.41
1668059841,0.37
1668061641,0.36
1668063441,0.36
1668065241,0.38
1668067041,0.34
1668068841,0.35
1668070641,0.34
1668072441,0.35
1668074241,0.31
1668076041,0.32
1668077841,0.3
1668079641,0.3
1668081441,0.29
1668083241,0.28
1668085041,0.28
1668086841,0.33
1668088641,0.33
1668090441,0.31
1668092241,0.3
1668094041,0.3
1668095841,0.29
1668097641,0.32
1668099441,0.3
1668101241,0.29
1668103041,0.26
1668104841,0.22
1668106641,0.21
1668108441,0.19
1668110241,0.22
1668112041,0.22
1668113841,0.24
1668115641,0.25
1668117441,0.23
1668119241,0.24
1668121041,0.27
1668122841,0.27
1668124641,0.24
1668126441,0.23
1668128241,0.29
1668130041,0.29
1668131841,0.31
1668133641,0.34
1668135441,0.28
1668137241,0.28
1668139041,0.26
1668140841,0.28
1668142641,0.26
1668144441,0.26
1668146241,0.26
1668148041,0.25
1668149841,0.23
1668151641,0.19
1668153441,0.19
1668155241,0.17
1668157041,0.14
1668158841,0.13
1668160641,0.11
1668162441,0.11
1668164241,0.12
1668166041,0.11
1668167841,0.13
1668169641,0.08
1668171441,0.08
1668173241,0.08
1668175041,0.08
1668176841,0.09
1668178641,0.09
1668180441,0.14
1668182241,0.2
1668184041,0.19
1668185841,0.22
1668187641,0.27
1668189441,0.28
1668191241,0.34
1668193041,0.37
1668194841,0.4
1668196641,0.46
1668198441,0.46
1668200241,0.47
1668202041,0.47
1668203841,0.45
1668205641,0.46
1668207441,0.47
1668209241,0.45
1668211041,0.45
1668212841,0.45
1668214641,0.44
1668216441,0.4
1668218241,0.43
1668220041,0.43
1668221841,0.43
1668223641,0.44
1668225441,0.4
1668227241,0.42
1668229041,0.39
1668230841,0.41
1668232641,0.42
1668234441,0.4
1668236241,0.39
1668238041,0.41
1668239841,0.4
1668241641,0.39
1668243441,0.41
1668245241,0.42
1668247041,0.43
1668248841,0.47
1668250641,0.43
1668252441,0.44
1668254241,0.45
1668256041,0.47
1668257841,0.48
1668259641,0.47
1668261441,0.53
1668263241,0.56
1668265041,0.53
1668266841,0.6
1668268641,0.57
1668270441,0.58
1668272241,0.6
1668274041,0.6
1668275841,0.62
1668277641,0.63
1668279441,0.62
1668281241,0.6
1668283041,0.56
1668284841,0.51
1668286641,0.59
1668288441,0.55
1668290241,0.54
1668292041,0.54
1668293841,0.55
1668295641,0.59
1668297441,0.56
1668299241,0.59
1668301041,0.61
1668302841,0.62
1668304641,0.6
1668306441,0.63
1668308241,0.59
1668310041,0.59
1668311841,0.6
1668313641,0.59
1668315441,0.56
1668317241,0.54
1668319041,0.57
1668320841,0.54
1668322641,0.55
1668324441,0.53
1668326241,0.51
1668328041,0.52
1668329841,0.49
1668331641,0.47
1668333441,0.43
1668335241,0.46
1668337041,0.44
1668338841,0.47
1668340641,0.46
1668342441,0.47
1668344241,0.51
1668346041,0.53
1668347841,0.49
1668349641,0.49
1668351441,0.48
1668353241,0.48
1668355041,0.49
