time,height
1635719641,0.81
1635721441,0.8
1635723241,0.89
1635725041,0.89
1635726841,0.93
1635728641,0.99
1635730441,1.03
1635732241,1.07
1635734041,0.99
1635735841,1
1635737641,1.02
1635739441,1.03
1635741241,1
1635743041,0.95
1635744841,0.96
1635746641,1.11
1635748441,0.98
1635750241,0.99
1635752041,0.98
1635753841,0.94
1635755641,0.85
1635757441,0.88
1635759241,0.83
1635761041,0.84
1635762841,0.78
1635764641,0.79
1635766441,0.75
1635768241,0.73
1635770041,0.77
1635771841,0.75
1635773641,0.75
1635775441,0.77
1635777241,0.78
1635779041,0.79
1635780841,0.82
1635782641,0.83
1635784441,0.87
1635786241,0.91
1635788041,0.82
1635789841,0.84
1635791641,0.84
1635793441,0.83
1635795241,0.88
1635797041,0.83
1635798841,0.82
1635800641,0.8
1635802441,0.74
1635804241,0.76
1635806041,0.78
1635807841,0.78
1635809641,0.71
1635811441,0.77
1635813241,0.74
1635815041,0.75
1635816841,0.74
1635818641,0.78
1635820441,0.8
1635822241,0.83
1635824041,0.87
1635825841,1.01
1635827641,0.98
1635829441,1.02
1635831241,0.93
1635833041,0.94
1635834841,0.96
1635836641,1.01
1635838441,1.02
1635840241,1.01
1635842041,1
1635843841,0.94
1635845641,0.98
1635847441,0.84
1635849241,0.95
1635851041,0.85
1635852841,0.86
1635854641,0.88
1635856441,0.94
1635858241,0.94
1635860041,1.02
1635861841,0.96
1635863641,1.1
1635865441,1.11
1635867241,1.17
1635869041,1.15
1635870841,1.22
1635872641,1.18
1635874441,1.22
1635876241,1.14
1635878041,1.17
1635879841,1.2
1635881641,1.31
1635883441,1.3
1635885241,1.26
1635887041,1.28
1635888841,1.22
1635890641,1.21
1635892441,1.07
1635894241,1.2
1635896041,1.19
1635897841,1.14
1635899641,1.09
1635901441,1.13
1635903241,1.16
1635905041,1.16
1635906841,1.13
1635908641,1.21
1635910441,1.17
1635912241,1.15
1635914041,1.26
1635915841,1.29
1635917641,1.26
1635919441,1.19
1635921241,1.38
1635923041,1.39
1635924841,1.45
1635926641,1.63
1635928441,1.76
1635930241,2.09
1635932041,2.26
1635933841,2.47
1635935641,2.43
1635937441,2.44
1635939241,2.78
1635941041,2.71
1635942841,2.73
1635944641,2.8
1635946441,3.11
1635948241,3.09
1635950041,2.87
1635951841,2.9
1635953641,2.88
1635955441,3.03
1635957241,2.8
1635959041,3.05
1635960841,2.74
1635962641,2.91
1635964441,2.82
1635966241,2.66
1635968041,2.95
1635969841,2.58
1635971641,2.56
1635973441,2.45
1635975241,2.63
1635977041,2.51
1635978841,2.61
1635980641,2.51
1635982441,2.4
1635984241,2.64
1635986041,2.64
1635987841,2.52
1635989641,2.43
1635991441,2.42
1635993241,2.58
1635995041,2.57
1635996841,2.51
1635998641,2.63
1636000441,2.54
1636002241,2.37
1636004041,2.39
1636005841,2.61
1636007641,2.4
1636009441,2.52
1636011241,2.51
1636013041,2.53
1636014841,2.36
1636016641,2.35
1636018441,2.4
1636020241,2.4
1636022041,2.41
1636023841,2.35
1636025641,2.44
1636027441,2.32
1636029241,2.36
1636031041,2.62
1636032841,2.32
1636034641,2.44
1636036441,2.39
1636038241,2.47
1636040041,2.57
1636041841,2.71
1636043641,2.83
1636045441,2.72
1636047241,3.28
1636049041,2.73
1636050841,2.84
1636052641,2.94
1636054441,2.82
1636056241,2.82
1636058041,2.58
1636059841,2.73
1636061641,2.74
1636063441,2.48
1636065241,2.76
1636067041,2.25
1636068841,2.39
1636070641,2.52
1636072441,2.39
1636074241,2.29
1636076041,2.35
1636077841,2.56
1636079641,2.48
1636081441,2.46
1636083241,2.17
1636085041,2.5
1636086841,2.27
1636088641,2.27
1636090441,2.29
1636092241,2.13
1636094041,2.32
1636095841,2.31
1636097641,2.18
1636099441,2.24
1636101241,2.24
1636103041,2.25
1636104841,2.27
1636106641,2.27
1636108441,2.2
1636110241,2.09
1636112041,2
1636113841,2.18
1636115641,2.01
1636117441,1.88
1636119241,1.98
1636121041,2.14
1636122841,1.85
1636124641,1.91
1636126441,1.82
1636128241,1.93
1636130041,1.93
1636131841,1.9
1636133641,1.91
1636135441,1.8
1636137241,1.85
1636139041,1.88
1636140841,1.94
1636142641,1.82
1636144441,1.85
1636146241,1.62
1636148041,1.78
1636149841,1.66
1636151641,1.65
1636153441,1.7
1636155241,1.65
1636157041,1.66
1636158841,1.77
1636160641,1.69
1636162441,1.76
1636164241,1.69
1636166041,1.56
1636167841,1.78
1636169641,1.74
1636171441,1.75
1636173241,1.63
1636175041,1.5
1636176841,1.57
1636178641,1.47
1636180441,1.55
1636182241,1.52
1636184041,1.62
1636185841,1.45
1636187641,1.42
1636189441,1.5
1636191241,1.44
1636193041,1.47
1636194841,1.4
1636196641,1.36
1636198441,1.33
1636200241,1.39
1636202041,1.3
1636203841,1.16
1636205641,1.26
1636207441,1.19
1636209241,1.23
1636211041,1.29
1636212841,1.25
1636214641,1.26
1636216441,1.23
1636218241,1.24
1636220041,1.15
1636221841,1.13
1636223641,1.2
1636225441,1.14
1636227241,1.18
1636229041,1.29
1636230841,1.26
1636232641,1.25
1636234441,1.24
1636236241,1.25
1636238041,1.27
1636239841,1.27
1636241641,1.24
1636243441,1.22
1636245241,1.23
1636247041,1.22
1636248841,1.27
1636250641,1.24
1636252441,1.16
1636254241,1.13
1636256041,1.1
1636257841,1.05
1636259641,1.07
1636261441,1.02
1636263241,1.01
1636265041,1.08
1636266841,1.02
1636268641,1.08
1636270441,0.97
1636272241,1.1
1636274041,0.97
1636275841,1
1636277641,1.02
1636279441,0.99
1636281241,0.96
1636283041,0.91
1636284841,0.97
1636286641,1.01
1636288441,1.02
1636290241,0.98
1636292041,0.95
1636293841,0.9
1636295641,0.9
1636297441,0.91
1636299241,0.87
1636301041,0.92
1636302841,0.86
1636304641,0.92
1636306441,0.84
1636308241,0.82
1636310041,0.84
1636311841,0.9
1636313641,0.9
1636315441,0.82
1636317241,0.71
1636319041,0.69
1636320841,0.71
1636322641,0.74
1636324441,0.74
1636326241,0.71
1636328041,0.68
1636329841,0.67
1636331641,0.66
1636333441,0.69
1636335241,0.66
1636337041,0.71
1636338841,0.72
1636340641,0.69
1636342441,0.73
1636344241,0.74
1636346041,0.73
1636347841,0.68
1636349641,0.67
1636351441,0.68
1636353241,0.7
1636355041,0.69
1636356841,0.65
1636358641,0.66
1636360441,0.63
1636362241,0.59
1636364041,0.67
1636365841,0.63
1636367641,0.56
1636369441,0.63
1636371241,0.6
1636373041,0.62
1636374841,0.62
1636376641,0.62
1636378441,0.7
1636380241,0.68
1636382041,0.7
1636383841,0.72
1636385641,0.69
1636387441,0.77
1636389241,0.74
1636391041,0.76
1636392841,0.68
1636394641,0.74
1636396441,0.68
1636398241,0.66
1636400041,0.6
1636401841,0.53
1636403641,0.56
1636405441,0.52
1636407241,0.48
1636409041,0.48
1636410841,0.48
1636412641,0.48
1636414441,0.49
1636416241,0.46
1636418041,0.42
1636419841,0.46
1636421641,0.41
1636423441,0.37
1636425241,0.4
1636427041,0.4
1636428841,0.37
1636430641,0.37
1636432441,0.35
1636434241,0.33
1636436041,0.31
1636437841,0.33
1636439641,0.29
1636441441,0.3
1636443241,0.31
1636445041,0.29
1636446841,0.29
1636448641,0.29
1636450441,0.28
1636452241,0.29
1636454041,0.28
1636455841,0.26
1636457641,0.26
1636459441,0.27
1636461241,0.26
1636463041,0.26
1636464841,0.26
1636466641,0.25
1636468441,0.25
1636470241,0.24
1636472041,0.24
1636473841,0.24
1636475641,0.24
1636477441,0.25
1636479241,0.26
1636481041,0.25
1636482841,0.28
1636484641,0.3
1636486441,0.28
1636488241,0.31
1636490041,0.28
1636491841,0.25
1636493641,0.23
1636495441,0.21
1636497241,0.19
1636499041,0.19
1636500841,0.24
1636502641,0.24
1636504441,0.23
1636506241,0.22
1636508041,0.25
1636509841,0.22
1636511641,0.26
1636513441,0.25
1636515241,0.24
1636517041,0.25
1636518841,0.31
1636520641,0.33
1636522441,0.3
1636524241,0.34
1636526041,0.35
1636527841,0.36
1636529641,0.37
1636531441,0.38
1636533241,0.39
1636535041,0.38
1636536841,0.43
1636538641,0.42
1636540441,0.47
1636542241,0.48
1636544041,0.49
1636545841,0.45
1636547641,0.44
1636549441,0.46
1636551241,0.53
1636553041,0.59
1636554841,0.61
1636556641,0.66
1636558441,0.69
1636560241,0.64
1636562041,0.74
1636563841,0.76
1636565641,0.77
1636567441,0.74
1636569241,0.78
1636571041,0.77
1636572841,0.8
1636574641,0.81
1636576441,0.77
1636578241,0.86
1636580041,1
1636581841,1.07
1636583641,1.03
1636585441,0.97
1636587241,1.04
1636589041,0.96
1636590841,1
1636592641,0.96
1636594441,0.95
1636596241,1
1636598041,1.06
1636599841,1.14
1636601641,1.1
1636603441,1.05
1636605241,1.07
1636607041,1.11
1636608841,1.18
1636610641,1.11
1636612441,1.04
1636614241,1
1636616041,1.05
1636617841,1.09
1636619641,0.96
1636621441,1.02
1636623241,0.96
1636625041,1.05
1636626841,1.05
1636628641,1.01
1636630441,1.06
1636632241,1.03
1636634041,1.02
1636635841,0.98
1636637641,0.99
1636639441,1
1636641241,0.97
1636643041,1.01
1636644841,1.02
1636646641,0.99
1636648441,0.99
1636650241,1.04
1636652041,0.97
1636653841,0.99
1636655641,1.04
1636657441,0.94
1636659241,0.94
1636661041,0.92
1636662841,0.89
1636664641,0.88
1636666441,0.88
1636668241,0.87
1636670041,0.85
1636671841,0.91
1636673641,0.84
1636675441,0.88
1636677241,1
1636679041,1.03
1636680841,1.02
1636682641,1
1636684441,0.91
1636686241,0.94
1636688041,0.89
1636689841,0.92
1636691641,0.99
1636693441,0.97
1636695241,0.97
1636697041,1.06
1636698841,0.97
1636700641,1
1636702441,1.2
1636704241,1.12
1636706041,1.13
1636707841,1.13
1636709641,1.08
1636711441,1.19
1636713241,1.19
1636715041,1.19
1636716841,1.09
1636718641,1.01
1636720441,1.07
1636722241,1.1
1636724041,1.07
1636725841,1.08
1636727641,1
1636729441,1.05
1636731241,1.02
1636733041,1.07
1636734841,1.11
1636736641,1.07
1636738441,1.14
1636740241,1.11
1636742041,1.08
1636743841,1.16
1636745641,1.19
1636747441,1.12
1636749241,1.15
1636751041,1.17
1636752841,1.19
1636754641,1.05
1636756441,1.15
1636758241,1.14
1636760041,1.12
1636761841,1.08
1636763641,1.06
1636765441,1.12
1636767241,1
1636769041,1.11
1636770841,1.08
1636772641,1.06
1636774441,1.08
1636776241,1.04
1636778041,1.12
1636779841,1.01
1636781641,0.99
1636783441,0.96
1636785241,0.99
1636787041,1.04
1636788841,0.96
1636790641,0.95
1636792441,0.95
1636794241,1
1636796041,1
1636797841,1.04
1636799641,1.05
1636801441,1.08
1636803241,1.06
1636805041,1.12
1636806841,1.09
1636808641,1.08
1636810441,1.08
1636812241,1.04
1636814041,1.04
1636815841,1.09
1636817641,1.08
1636819441,1.1
1636821241,1.13
1636823041,1.05
1636824841,1.11
1636826641,1.08
1636828441,1.09
1636830241,1.08
1636832041,1.06
1636833841,1.08
1636835641,1.03
1636837441,1.04
1636839241,1.03
1636841041,1.01
1636842841,1.06
1636844641,0.99
1636846441,1.04
1636848241,1.05
1636850041,1.01
1636851841,1
1636853641,1
1636855441,0.97
1636857241,1.03
1636859041,0.97
1636860841,0.99
1636862641,0.94
1636864441,0.83
1636866241,0.84
1636868041,0.82
1636869841,0.78
1636871641,0.72
1636873441,0.76
1636875241,0.78
1636877041,0.75
1636878841,0.78
1636880641,0.71
1636882441,0.71
1636884241,0.77
1636886041,0.65
1636887841,0.67
1636889641,0.63
1636891441,0.59
1636893241,0.58
1636895041,0.62
1636896841,0.6
1636898641,0.57
1636900441,0.52
1636902241,0.56
1636904041,0.51
1636905841,0.53
1636907641,0.48
1636909441,0.48
1636911241,0.45
1636913041,0.43
1636914841,0.41
1636916641,0.43
1636918441,0.42
1636920241,0.38
1636922041,0.4
1636923841,0.36
1636925641,0.33
1636927441,0.32
1636929241,0.35
1636931041,0.34
1636932841,0.31
1636934641,0.3
1636936441,0.26
1636938241,0.23
1636940041,0.21
1636941841,0.21
1636943641,0.2
1636945441,0.19
1636947241,0.21
1636949041,0.24
1636950841,0.26
1636952641,0.31
1636954441,0.36
1636956241,0.36
1636958041,0.38
1636959841,0.39
1636961641,0.39
1636963441,0.39
1636965241,0.38
1636967041,0.36
1636968841,0.37
1636970641,0.33
1636972441,0.34
1636974241,0.33
1636976041,0.34
1636977841,0.34
1636979641,0.35
1636981441,0.35
1636983241,0.36
1636985041,0.37
1636986841,0.37
1636988641,0.39
1636990441,0.41
1636992241,0.43
1636994041,0.42
1636995841,0.48
1636997641,0.52
1636999441,0.59
1637001241,0.65
1637003041,0.68
1637004841,0.65
1637006641,0.63
1637008441,0.6
1637010241,0.65
1637012041,0.66
1637013841,0.66
1637015641,0.67
1637017441,0.66
1637019241,0.67
1637021041,0.66
1637022841,0.66
1637024641,0.65
1637026441,0.59
1637028241,0.56
1637030041,0.56
1637031841,0.53
1637033641,0.53
1637035441,0.51
1637037241,0.52
1637039041,0.55
1637040841,0.56
1637042641,0.57
1637044441,0.6
1637046241,0.61
1637048041,0.61
1637049841,0.66
1637051641,0.69
1637053441,0.71
1637055241,0.67
1637057041,0.76
1637058841,0.78
1637060641,0.79
1637062441,0.83
1637064241,0.84
1637066041,0.83
1637067841,0.87
1637069641,0.87
1637071441,0.94
1637073241,1
1637075041,1.04
1637076841,1.03
1637078641,0.99
1637080441,1
1637082241,1
1637084041,1.04
1637085841,1.1
1637087641,1.09
1637089441,1.11
1637091241,1.09
1637093041,1.04
1637094841,1.08
1637096641,1.02
1637098441,1.03
1637100241,0.99
1637102041,0.99
1637103841,1.01
1637105641,1.01
1637107441,1
1637109241,0.99
1637111041,1.05
1637112841,1.07
1637114641,1.07
1637116441,1.01
1637118241,1.11
1637120041,1.06
1637121841,1.05
1637123641,0.89
1637125441,1.02
1637127241,1
1637129041,0.96
1637130841,0.99
1637132641,0.93
1637134441,0.94
1637136241,0.97
1637138041,0.93
1637139841,0.96
1637141641,0.87
1637143441,0.84
1637145241,0.85
1637147041,0.83
1637148841,0.77
1637150641,0.74
1637152441,0.74
1637154241,0.74
1637156041,0.74
1637157841,0.74
1637159641,0.74
1637161441,0.64
1637163241,0.67
1637165041,0.72
1637166841,0.65
1637168641,0.65
1637170441,0.68
1637172241,0.68
1637174041,0.65
1637175841,0.6
1637177641,0.63
1637179441,0.61
1637181241,0.63
1637183041,0.61
1637184841,0.57
1637186641,0.52
1637188441,0.54
1637190241,0.52
1637192041,0.48
1637193841,0.47
1637195641,0.45
1637197441,0.43
1637199241,0.45
1637201041,0.44
1637202841,0.44
1637204641,0.42
1637206441,0.41
1637208241,0.47
1637210041,0.46
1637211841,0.48
1637213641,0.44
1637215441,0.45
1637217241,0.4
1637219041,0.43
1637220841,0.41
1637222641,0.35
1637224441,0.31
1637226241,0.31
1637228041,0.32
1637229841,0.33
1637231641,0.34
1637233441,0.35
1637235241,0.38
1637237041,0.38
1637238841,0.39
1637240641,0.4
1637242441,0.38
1637244241,0.37
1637246041,0.36
1637247841,0.35
1637249641,0.37
1637251441,0.35
1637253241,0.36
1637255041,0.35
1637256841,0.36
1637258641,0.39
1637260441,0.43
1637262241,0.44
1637264041,0.41
1637265841,0.45
1637267641,0.4
1637269441,0.42
1637271241,0.43
1637273041,0.46
1637274841,0.48
1637276641,0.49
1637278441,0.5
1637280241,0.52
1637282041,0.55
1637283841,0.55
1637285641,0.6
1637287441,0.61
1637289241,0.64
1637291041,0.66
1637292841,0.67
1637294641,0.66
1637296441,0.77
1637298241,0.79
1637300041,0.92
1637301841,0.9
1637303641,0.88
1637305441,0.86
1637307241,0.8
1637309041,0.81
1637310841,0.78
1637312641,0.67
1637314441,0.61
1637316241,0.55
1637318041,0.52
1637319841,0.48
1637321641,0.45
1637323441,0.41
1637325241,0.43
1637327041,0.39
1637328841,0.37
1637330641,0.35
1637332441,0.36
1637334241,0.31
1637336041,0.34
1637337841,0.36
1637339641,0.37
1637341441,0.31
1637341441,0.31
1637343241,0.33
1637343241,0.33
1637345041,0.32
1637345041,0.32
1637346841,0.36
1637346841,0.36
1637352241,0.39
1637354041,0.45
1637359441,0.46
1637361241,0.53
1637363041,0.48
1637364841,0.41
1637366641,0.44
1637368441,0.43
1637370241,0.43
1637372041,0.4
1637373841,0.36
1637375641,0.33
1637377441,0.32
1637379241,0.33
1637381041,0.36
1637382841,0.34
1637450209,0.83
1637452009,0.75
1637530111,0.84
1637531911,0.78
1637533711,0.77
1637535511,0.76
1637537311,0.74
1637539111,0.74
1637540911,0.71
1637542711,0.68
1637544511,0.7
1637546311,0.67
1637548111,0.7
1637549911,0.64
1637551711,0.63
1637553511,0.59
1637555311,0.56
1637557111,0.53
1637558911,0.54
1637560711,0.51
1637562511,0.5
1637564311,0.52
1637566111,0.51
1637567911,0.53
1637569711,0.49
1637571511,0.5
1637573311,0.54
1637575111,0.5
1637576911,0.49
1637578711,0.46
1637580511,0.43
1637582311,0.46
1637584111,0.41
1637585911,0.43
1637587711,0.43
1637589511,0.44
1637591311,0.42
1637593111,0.44
1637594911,0.43
1637596711,0.48
1637598511,0.46
1637600311,0.41
1637602111,0.42
1637603911,0.43
1637605711,0.43
1637607511,0.43
1637609311,0.44
1637611111,0.45
1637612911,0.5
1637614711,0.49
1637616511,0.49
1637618311,0.52
1637620111,0.56
1637621911,0.59
1637623711,0.52
1637625511,0.56
1637627311,0.52
1637629111,0.51
1637630911,0.55
1637632711,0.57
1637634511,0.53
1637636311,0.49
1637638111,0.51
1637639911,0.49
1637641711,0.51
1637643511,0.54
1637645311,0.56
1637647111,0.56
1637648911,0.59
1637650711,0.56
1637652511,0.59
1637654311,0.64
1637656111,0.61
1637657911,0.56
1637659711,0.52
1637661511,0.6
1637663311,0.61
1637665111,0.66
1637666911,0.68
1637668711,0.69
1637670511,0.7
1637672311,0.7
1637674111,0.73
1637675911,0.73
1637677711,0.8
1637679511,0.87
1637681311,0.91
1637683111,1
1637684911,1.02
1637686711,1.24
1637688511,1.32
1637690311,1.33
1637692111,1.3
1637693911,1.26
1637695711,1.29
1637697511,1.29
1637699311,1.43
1637701111,1.48
1637702911,1.51
1637704711,1.55
1637706511,1.58
1637708311,1.44
1637710111,1.72
1637711911,1.89
1637713711,1.82
1637715511,1.84
1637717311,1.89
1637719111,1.84
1637720911,1.76
1637722711,1.85
1637724511,1.63
1637726311,1.53
1637728111,1.52
1637729911,1.46
1637731711,1.5
1637733511,1.52
1637735311,1.57
1637737111,1.49
1637738911,1.47
1637740711,1.61
1637742511,1.48
1637744311,1.5
1637746111,1.46
1637747911,1.46
1637749711,1.49
1637751511,1.44
1637753311,1.56
1637755111,1.48
1637756911,1.42
1637758711,1.43
1637760511,1.55
1637762311,1.46
1637764111,1.56
1637765911,1.5
1637767711,1.43
1637769511,1.43
1637771311,1.49
1637773111,1.54
1637774911,1.33
1637776711,1.34
1637778511,1.44
1637780311,1.49
1637782111,1.43
1637783911,1.52
1637785711,1.44
1637787511,1.7
1637789311,1.71
1637791111,1.78
1637792911,1.63
1637794711,1.73
1637796511,1.79
1637798311,1.89
1637800111,1.74
1637801911,1.92
1637803711,1.73
1637805511,1.96
1637807311,1.87
1637809111,2
1637810911,1.95
1637812711,1.86
1637814511,1.87
1637816311,1.89
1637818111,1.82
1637819911,1.91
1637821711,1.92
1637823511,1.79
1637825311,1.72
1637827111,1.67
1637828911,1.77
1637830711,1.71
1637832511,1.68
1637834311,1.73
1637836111,1.74
1637837911,1.59
1637839711,1.58
1637841511,1.5
1637843311,1.55
1637845111,1.41
1637846911,1.49
1637848711,1.41
1637850511,1.4
1637850511,1.4
1637852311,1.32
1637852311,1.32
1637854111,1.31
1637854111,1.31
1637854111,1.31
1637855911,1.2
1637855911,1.2
1637855911,1.2
1637857711,1.12
1637859511,1.23
1637861311,1.08
1637863111,1.14
1637864911,1.14
1637866711,1.05
1637868511,1.04
1637870311,1.1
1637872111,1.05
1637873911,1.07
1637879311,1.12
1637881111,1.09
1637882911,1.13
1637884711,1.06
1637886511,0.94
1637888311,1
1637890111,0.92
1637891911,0.97
1637893711,1.02
1637895511,1.03
1637897311,0.95
1637899111,0.99
1637900911,0.93
1637902711,0.83
1637904511,0.82
1637906311,0.84
1637908111,0.87
1637909911,0.85
1637911711,0.8
1637913511,0.81
1637915311,0.81
1637917111,0.69
1637918911,0.71
1637920711,0.71
1637922511,0.67
1637924311,0.68
1637926111,0.65
1637927911,0.7
1637929711,0.69
1637931511,0.68
1637933311,0.66
1637935111,0.65
1637936911,0.65
1637938711,0.65
1637940511,0.61
1637942311,0.59
1637944111,0.71
1637945911,0.65
1637947711,0.66
1637949511,0.62
1637951311,0.62
1637953111,0.61
1637954911,0.58
1637956711,0.61
1637958511,0.61
1637960311,0.56
1637962111,0.58
1637963911,0.57
1637965711,0.62
1637967511,0.63
1637969311,0.56
1637971111,0.62
1637972911,0.63
1637974711,0.56
1637976511,0.59
1637978311,0.59
1637980111,0.52
1637981911,0.6
1637983711,0.57
1637985511,0.56
1637987311,0.61
1637989111,0.56
1637990911,0.61
1637992711,0.55
1637994511,0.57
1637996311,0.52
1637998111,0.53
1637999911,0.49
1638001711,0.51
1638003511,0.5
1638005311,0.5
1638007111,0.47
1638008911,0.45
1638010711,0.45
1638012511,0.41
1638014311,0.4
1638016111,0.39
1638017911,0.4
1638019711,0.4
1638021511,0.41
1638023311,0.36
1638025111,0.38
1638026911,0.38
1638028711,0.35
1638030511,0.33
1638032311,0.35
1638034111,0.34
1638035911,0.36
1638037711,0.33
1638039511,0.33
1638041311,0.34
1638043111,0.33
1638044911,0.35
1638046711,0.31
1638048511,0.32
1638050311,0.3
1638052111,0.31
1638053911,0.3
1638055711,0.28
1638057511,0.29
1638059311,0.31
1638061111,0.3
1638062911,0.3
1638064711,0.29
1638066511,0.27
1638068311,0.29
1638070111,0.29
1638071911,0.3
1638073711,0.33
1638075511,0.37
1638077311,0.38
1638079111,0.36
1638080911,0.37
1638082711,0.35
1638084511,0.34
1638086311,0.28
1638088111,0.27
1638089911,0.26
1638091711,0.23
1638093511,0.23
1638095311,0.23
1638097111,0.2
1638098911,0.18
1638100711,0.18
1638102511,0.15
1638104311,0.16
1638106111,0.17
1638107911,0.17
1638109711,0.18
1638111511,0.17
1638113311,0.22
1638115111,0.22
1638116911,0.2
1638118711,0.21
1638120511,0.25
1638122311,0.28
1638124111,0.3
1638125911,0.39
1638127711,0.45
1638129511,0.41
1638131311,0.47
1638133111,0.49
1638134911,0.48
1638136711,0.41
1638138511,0.39
1638140311,0.4
1638142111,0.42
1638143911,0.46
1638145711,0.5
1638147511,0.62
1638149311,0.59
1638151111,0.57
1638152911,0.62
1638154711,0.59
1638156511,0.68
1638158311,0.68
1638160111,0.7
1638161911,0.76
1638163711,0.87
1638165511,0.91
1638167311,0.93
1638169111,0.92
1638170911,0.94
1638172711,0.94
1638174511,0.96
1638176311,0.97
1638178111,1
1638179911,1.02
1638181711,1
1638183511,1.01
1638185311,1.01
1638187111,1.07
1638188911,1.03
1638190711,1.04
1638192511,1.13
1638194311,1.2
1638196111,1.13
1638197911,1.07
1638199711,1.11
1638201511,1.1
1638217711,1.46
1638217711,1.46
1638219511,1.47
1638219511,1.47
1638221311,1.57
1638223111,1.47
1638224911,1.47
1638226711,1.58
1638654235,1.49
1638656035,1.49
1638657835,1.4
1638659635,1.41
1638661435,1.33
1638663235,1.36
1638665035,1.35
1638666835,1.29
1638668635,1.21
1638670435,1.14
1638672235,1.1
1638674035,1.06
1639514941,0.73
1639516741,0.71
1639518541,0.7
1639520341,0.75
1639522141,0.69
1639523941,0.75
1639525741,0.75
1639527541,0.67
1639529341,0.62
1639531141,0.68
1639532941,0.68
1639534741,0.64
1639536541,0.62
1639538341,0.68
1639540141,0.65
1639541941,0.65
1639543741,0.65
1639545541,0.6
1639547341,0.66
1639549141,0.71
1640380909,0.56
1640382709,0.58
1640388109,0.62
1640389909,0.53
1640391709,0.53
1640393509,0.43
1640395309,0.36
1640397109,0.37
1640727061,0.67
1640728861,0.61
1640730661,0.63
1640732461,0.61
1640734261,0.71
1640736061,0.62
1640737861,0.63
1640739661,0.65
1640741461,0.56
1640743261,0.58
1641070561,1.57
1641072361,1.7
1641074161,1.58
1641075961,1.63
1641077761,1.82
1641079561,1.64
1641081361,1.39
1641083161,1.51
1641084961,1.53
1641086761,1.54
1641088561,1.41
1641090361,1.47
1641157081,1.08
1641158881,0.94
1641164281,0.89
1641166081,0.86
1641167881,0.78
1641169681,0.81
1641171481,0.77
1641173281,0.71
1641175081,0.67
1641176881,0.68
1641178681,0.69
1641180481,0.64
1641182281,0.64
1641184081,0.76
1641243445,1.26
1641245245,0.7
1641247045,0.82
1641248845,0.73
1641250645,0.72
1641252445,0.7
1641254245,0.77
1641256045,0.73
1641257845,0.69
1641259645,0.7
1641261445,0.77
1641263245,0.75
1641265045,0.85
1641266845,0.92
1641268645,0.87
1641270445,0.89
1641272245,0.92
1641274045,0.96
1641275845,1.25
1641277645,1.11
1641279445,0.9
1641281245,0.94
1641283045,0.97
1641284845,0.99
1641286645,1.06
1641288445,0.92
1641290245,0.87
1641292045,0.89
1641504961,0.41
1641506761,0.44
1641508561,0.37
1641510361,0.36
1641512161,0.37
1641513961,0.4
1641515761,0.38
1641517561,0.42
1641519361,0.43
1641521161,0.36
1641522961,0.33
1641524761,0.34
1641526561,0.34
1641528361,0.38
1641530161,0.43
1641531961,0.45
1641681451,0.88
1641683251,0.96
1641685051,0.97
1641686851,1.02
1641688651,0.97
1641690451,1.11
1642023061,0.47
1642024861,0.45
1642026661,0.52
1642028461,0.5
1642030261,0.53
1642032061,0.51
1642033861,0.48
1642035661,0.48
1642037461,0.56
1642039261,0.51
1642041061,0.52
1642042861,0.53
1642044661,0.48
1642046461,0.52
1642048261,0.48
1642050061,0.45
1642051861,0.45
1642053661,0.47
1642055461,0.44
1642057261,0.43
1642059061,0.46
1642060861,0.53
1642062661,0.5
1642064461,0.54
1642066261,0.52
1642068061,0.54
1642069861,0.63
1642071661,0.63
1642073461,0.63
1642075261,0.71
1642077061,0.68
1642078861,0.76
1642080661,0.79
1642082461,0.79
1642084261,0.86
1642086061,0.82
1642087861,0.85
1642089661,0.84
1642091461,0.86
1642093261,0.86
1642095061,0.86
1642095061,0.86
1642096861,0.88
1642096861,0.88
1642098661,0.91
1642100461,0.9
1642102261,0.8
1642104061,0.8
1642109461,0.79
1642111261,0.83
1642113061,0.86
1642114861,0.89
1642116661,0.93
1642118461,0.94
1642120261,0.94
1642122061,0.89
1642123861,0.87
1642125661,0.96
1642127461,1.02
1642129261,0.93
1642131061,0.99
1642132861,1.01
1642134661,0.94
1642136461,1.1
1642138261,1.09
1642140061,1.24
1642141861,1.34
1642143661,1.32
1642202761,1.44
1642204561,1.61
1642458745,0.28
1642460545,0.37
1642462345,0.45
1642464145,0.45
1642539451,0.22
1642541251,0.22
1642543051,0.2
1642544851,0.2
1642546651,0.22
1642548451,0.23
1642550251,0.21
1642552051,0.22
1642553851,0.21
1642555651,0.21
1642557451,0.21
1642559251,0.19
1642561051,0.21
1642562851,0.22
1642564651,0.24
1642566451,0.23
1642568251,0.22
1642570051,0.23
1642571851,0.24
1642573651,0.25
1642575451,0.26
1642577251,0.24
1642579051,0.24
1642580851,0.23
1642582651,0.22
1642584451,0.21
1642586251,0.2
1642588051,0.22
1642589851,0.21
1642591651,0.21
1642593451,0.21
1642595251,0.2
1642597051,0.2
1642598851,0.19
1642600651,0.18
1642602451,0.2
1642604251,0.18
1642606051,0.18
1642607851,0.18
1642609651,0.21
1642611451,0.2
1642613251,0.22
1642615051,0.23
1642616851,0.2
1642618651,0.21
1642620451,0.2
1642622251,0.2
1642624051,0.19
