time,height
1632588979,0.12
1632590779,0.13
1632592579,0.11
1632594379,0.12
1632596179,0.12
1632597979,0.11
1632599779,0.28
1632601579,0.32
1632603379,0.4
1632605179,0.48
1632606979,0.59
1632608779,0.65
1632610579,0.63
1632612379,0.65
1632614179,0.62
1632615979,0.62
1632617779,0.69
1632619579,0.7
1632621379,0.66
1632623179,0.73
1632624979,0.69
1632626779,0.67
1632628579,0.72
1632630379,0.73
1632632179,0.74
1632633979,0.74
1632635779,0.75
1632637579,0.8
1632639379,0.76
1632641179,0.79
1632642979,0.72
1632644779,0.7
1632646579,0.71
1632648379,0.71
1632650179,0.72
1632651979,0.74
1632653779,0.69
1632655579,0.69
1632657379,0.7
1632659179,0.68
1632660979,0.69
1632662779,0.68
1632664579,0.7
1632666379,0.68
1632668179,0.71
1632669979,0.69
1632671779,0.75
1632673579,0.73
1632675379,0.7
1632677179,0.67
1632678979,0.68
1632680779,0.67
1632682579,0.65
1632684379,0.64
1632686179,0.58
1632687979,0.6
1632689779,0.58
1632691579,0.51
1632693379,0.52
1632695179,0.49
1632696979,0.5
1632698779,0.51
1632700579,0.48
1632702379,0.47
1632704179,0.49
1632705979,0.48
1632707779,0.47
1632709579,0.45
1632711379,0.46
1632713179,0.44
1632714979,0.47
1632716779,0.48
1632718579,0.5
1632720379,0.46
1632722179,0.48
1632723979,0.42
1632725779,0.38
1632727579,0.4
1632729379,0.42
1632731179,0.47
1632732979,0.39
1632734779,0.42
1632736579,0.37
1632738379,0.37
1632740179,0.3
1632741979,0.23
1632743779,0.21
1632745579,0.2
1632747379,0.22
1632749179,0.19
1632750979,0.2
1632752779,0.2
1632754579,0.22
1632756379,0.25
1632758179,0.25
1632759979,0.25
1632761779,0.27
1632763579,0.24
1632765379,0.23
1632767179,0.24
1632768979,0.23
1632770779,0.21
1632772579,0.23
1632774379,0.23
1632776179,0.24
1632777979,0.25
1632779779,0.27
1632781579,0.28
1632783379,0.3
1632785179,0.32
1632786979,0.32
1632788779,0.32
1632790579,0.36
1632792379,0.35
1632794179,0.35
1632795979,0.34
1632797779,0.32
1632799579,0.32
1632801379,0.33
1632803179,0.33
1632804979,0.33
1632806779,0.29
1632808579,0.3
1632810379,0.29
1632812179,0.27
1632813979,0.26
1632815779,0.23
1632817579,0.22
1632819379,0.21
1632821179,0.2
1632822979,0.19
1632824779,0.23
1632826579,0.22
1632828379,0.22
1632830179,0.23
1632831979,0.24
1632833779,0.26
1632835579,0.28
1632837379,0.3
1632839179,0.34
1632840979,0.36
1632842779,0.36
1632844579,0.41
1632846379,0.4
1632848179,0.42
1632849979,0.46
1632851779,0.45
1632853579,0.44
1632855379,0.47
1632857179,0.47
1632858979,0.46
1632860779,0.49
1632862579,0.48
1632864379,0.49
1632866179,0.51
1632867979,0.52
1632869779,0.56
1632871579,0.57
1632873379,0.53
1632875179,0.54
1632876979,0.51
1632878779,0.45
1632880579,0.48
1632882379,0.47
