Time,AT_C,RH_%,BP_mbar,Wspd_kts,Wgst_kts,Wdir_degT
8/25/21 21:33,11.59,91.3,1008.035,2.219,3.051,68.07
8/25/21 22:03,11.2,89.7,1008.022,1.242,1.658,276
8/25/21 22:33,10.86,92.3,1007.928,1.31,2.733,38.46
8/25/21 23:03,10.71,92.2,1008.043,2.177,3.423,9.95
8/25/21 23:33,11,91.4,1008.127,1.204,2.017,11.06
8/26/21 0:03,11.75,88.1,1008.296,0.719,1.34,76.78
8/26/21 0:33,11.67,86,1008.378,0.991,1.791,87
8/26/21 1:03,12.34,83.1,1008.2,1.178,2.6,70.02
8/26/21 1:33,12.38,81.9,1008.118,0.471,0.862,37.77
8/26/21 2:03,12.55,78.94,1007.832,1.006,1.486,73.56
8/26/21 2:33,12.84,76.89,1007.77,0.625,1.207,98.9
8/26/21 3:03,12.41,78.92,1007.708,0.691,1.804,135.6
8/26/21 3:33,12.6,74.59,1007.623,1.681,2.693,164.1
8/26/21 4:03,12.66,77.53,1007.656,0.808,1.711,100.9
8/26/21 4:33,12.04,84.1,1007.72,1.341,2.335,35.67
8/26/21 5:03,11.68,90,1007.721,0.725,1.194,44.66
8/26/21 5:33,11.69,86.9,1007.657,1.975,3.065,131.1
8/26/21 6:03,11.52,89.6,1007.733,0.93,1.751,207.4
8/26/21 6:33,11.61,86.2,1007.911,1.879,2.826,146.2
8/26/21 7:03,11.61,86.7,1008.378,0.838,1.048,230.8
8/26/21 7:33,11.46,86.7,1008.243,0.653,1.061,335.4
8/26/21 8:03,11.2,90.2,1008.214,1.328,2.76,0.288
8/26/21 8:33,11.2,88.3,1008.296,3.249,3.927,210.7
8/26/21 9:03,11.9,82.5,1008.228,2.983,6.249,294.5
8/26/21 9:33,11.6,86,1008.352,2.806,4.723,169.9
8/26/21 10:03,11.88,83.5,1008.378,1.198,2.136,229
8/26/21 10:33,12.87,73,1008.214,0.79,1.619,176.7
8/26/21 11:03,12.67,74.57,1008.055,1.736,3.065,297.3
8/26/21 11:33,12.69,75.87,1007.897,4.709,8.85,63.8
8/26/21 12:03,12.1,80.5,1007.682,2.217,4.776,72.06
8/26/21 12:33,11.81,83.8,1007.509,4.75,7.602,282.7
8/26/21 13:03,11.3,88.7,1007.58,2.798,3.728,279.8
8/26/21 13:33,11.9,82.3,1007.651,2.98,4.989,295.8
8/26/21 14:03,10.98,91.2,1007.556,1.702,3.118,122.5
8/26/21 14:33,10.78,92.5,1007.708,2.008,3.197,68.71
8/26/21 15:03,11.66,83.4,1007.634,0.996,1.672,20.78
8/26/21 15:33,11.63,84.3,1007.582,1.486,3.052,16.14
8/26/21 16:03,12.02,79.64,1007.756,2.188,5.506,7.628
8/26/21 16:33,11.62,84.9,1008.032,2.155,3.277,75.75
8/26/21 17:03,11.56,85.2,1008.131,2.248,4.073,135.5
8/26/21 17:33,11.74,84.5,1008.373,0.978,1.818,46.68
8/26/21 18:03,12.38,84.3,1008.502,0.308,1.048,219.4
8/26/21 18:33,12.49,79.21,1008.876,2.211,4.206,102.3
8/26/21 19:03,12.93,71.21,1009.15,5.433,11.5,81.8
8/26/21 19:33,12.52,74.2,1009.348,6.255,12.22,64.6
8/26/21 20:03,12.51,74.74,1009.692,3.744,7.682,84.2
8/26/21 20:33,12.9,71.02,1010.02,1.353,3.197,124.4
8/26/21 21:03,13.09,71.25,1010.349,1.757,4.007,17.31
8/26/21 21:33,13.11,66.36,1010.659,1.889,4.431,70.61
8/26/21 22:03,13.43,64.21,1010.675,3.757,7.085,67.83
8/26/21 22:33,13.73,62.55,1010.732,3.651,7.416,65.28
8/26/21 23:03,13.56,64.65,1010.784,3.792,6.116,328.9
8/26/21 23:33,12.28,74.32,1010.891,8.37,9.71,323.3
8/27/21 0:03,11.65,77.92,1011.23,9.19,10.71,318.1
8/27/21 0:33,12.75,68.76,1011.593,7.159,9.69,313.7
8/27/21 1:03,11.88,72.93,1011.773,9.69,11.85,316.5
8/27/21 1:33,12.12,67.65,1011.797,13.15,18.1,323.7
8/27/21 2:03,10.79,83.3,1012.382,9.56,14.85,315.7
8/27/21 2:33,10.66,91.1,1012.973,2.683,5.758,39.07
8/27/21 3:03,10.7,91.4,1013.26,2.346,4.962,30.03
8/27/21 3:33,10.65,94,1013.482,5.311,8.56,308.4
8/27/21 4:03,10.99,88.9,1013.602,4.542,7.655,312.6
8/27/21 4:33,11.65,79.78,1013.664,7.524,10.59,308.9
8/27/21 5:03,10.92,89.8,1013.912,9.92,12.43,320
8/27/21 5:33,10.91,86.9,1014.377,7.182,11.72,311.3
8/27/21 6:03,10.77,89.9,1014.685,7.502,9.5,320.6
8/27/21 6:33,10.86,90.5,1015.095,5.627,9.26,318.5
8/27/21 7:03,11.07,89.4,1015.46,7.035,9.67,314.6
8/27/21 7:33,10.96,89.6,1015.923,6.098,8.58,323.8
8/27/21 8:03,10.65,90.7,1016.263,4.547,6.886,320.3
8/27/21 8:33,11.08,84.9,1016.5,3.068,5.824,299.3
8/27/21 9:03,11.21,86.8,1016.582,5.271,8.41,313.8
8/27/21 9:33,11.18,89.9,1016.759,6.828,11.03,313.1
8/27/21 10:03,11.23,90.1,1017.021,5.722,8.88,293.3
8/27/21 10:33,11.38,88.7,1016.999,5.373,9.19,321.1
8/27/21 11:03,11.33,90.2,1017.024,6.877,11.86,305
8/27/21 11:33,11.23,91.9,1017.231,6.867,12.39,285.5
8/27/21 12:03,11.37,90.6,1017.347,5.998,10.34,289.6
8/27/21 12:33,11.34,92.1,1017.443,8.27,13.35,304.1
8/27/21 13:03,11.36,91.7,1017.625,6.331,10.81,305.3
8/27/21 13:33,11.24,92.8,1017.771,9.52,13.39,312.4
8/27/21 14:03,11.3,91.2,1018.053,4.731,7.775,293.9
8/27/21 14:33,10.73,96.2,1018.259,5.651,7.735,313.4
8/27/21 15:03,10.95,95,1018.429,6.633,10.75,295.1
8/27/21 15:33,10.98,94.4,1018.679,6.532,9.42,308.5
8/27/21 16:03,11.06,93.8,1018.828,6.632,9.26,307.8
8/27/21 16:33,11.03,94.6,1019.084,5.419,8.73,288.8
8/27/21 17:03,11.2,92.3,1019.372,5.942,9.84,289.5
8/27/21 17:33,11.17,92.5,1019.513,6.312,7.735,318.4
8/27/21 18:03,11.18,92.2,1019.848,5.191,7.708,307.8
8/27/21 18:33,10.31,97.8,1019.986,3.757,6.594,2.799
8/27/21 19:03,10.92,97.1,1020.2,2.192,3.994,115.5
8/27/21 19:33,11.2,97,1020.295,1.891,4.909,189.2
8/27/21 20:03,10.66,97.4,1020.527,3.18,5.904,33.08
8/27/21 20:33,11.02,98,1020.78,2.445,3.463,200
8/27/21 21:03,11.02,98.3,1020.96,0.606,1.353,80
8/27/21 21:33,10.7,98.6,1021.169,1.23,3.012,153.1
8/27/21 22:03,10.47,98.9,1021.11,3.606,7.218,28.09
8/27/21 22:33,10.85,98.6,1021.191,2.895,7.828,72.93
8/27/21 23:03,11.06,98,1021.349,0.993,2.255,155.3
8/27/21 23:33,11.79,97.9,1021.355,0.752,1.473,80.7
8/28/21 0:03,10.41,98.6,1021.304,4.74,8.03,19.71
8/28/21 0:33,11.27,99,1021.433,1.05,2.879,87.2
8/28/21 1:03,10.23,98.9,1021.484,2.975,5.785,58.45
8/28/21 1:33,10.47,99.7,1021.435,2.267,3.33,220.4
8/28/21 2:03,10.2,99.3,1021.52,3.577,6.74,57.94
8/28/21 2:33,9.72,99.9,1021.736,2.261,4.06,61.02
8/28/21 3:03,9.8,100,1021.835,3.079,6.13,12.62
8/28/21 3:33,9.76,100,1021.877,2.107,4.604,37.28
8/28/21 4:03,9.74,100,1021.951,1.395,2.946,25.95
8/28/21 4:33,9.83,100,1022.017,1.005,1.619,322.5
8/28/21 5:03,9.91,100,1022.046,0.907,1.658,265
8/28/21 5:33,9.94,100,1022.334,1.258,2.879,63.2
8/28/21 6:03,9.91,100,1022.373,0.548,1.274,25.16
8/28/21 6:33,9.93,100,1022.519,1.003,1.327,136
8/28/21 7:03,10.03,100,1022.67,0.641,1.274,114.8
8/28/21 7:33,10.02,100,1022.774,1.245,3.954,45.36
8/28/21 8:03,9.85,100,1022.781,1.315,3.98,42.67
8/28/21 8:33,9.84,100,1022.836,2.913,5.002,67.49
8/28/21 9:03,10.11,100,1022.843,1.516,3.835,61.41
8/28/21 9:33,9.98,100,1022.837,2.056,4.724,30.25
8/28/21 10:03,9.97,100,1022.841,1.745,3.49,49.72
8/28/21 10:33,10.16,100,1022.964,3.912,7.47,314.9
8/28/21 11:03,10.17,99.9,1022.758,3.216,7.165,25.65
8/28/21 11:33,9.81,100,1022.648,3.355,6.78,22.22
8/28/21 12:03,10.44,97.1,1022.667,6.592,9.69,310
8/28/21 12:33,10.56,90.6,1022.675,6.319,8.96,325.5
8/28/21 13:03,10.25,91.8,1022.659,4.007,6.727,18.89
8/28/21 13:33,10,94.1,1022.545,1.919,3.821,54.18
8/28/21 14:03,9.71,94.7,1022.726,2.784,5.692,26.93
8/28/21 14:33,9.69,94.8,1022.684,3.761,6.568,63.72
8/28/21 15:03,9.73,92.1,1022.821,4.362,6.899,331.5
8/28/21 15:33,9.5,95.5,1022.765,2.175,4.18,49.54
8/28/21 16:03,9.2,96.8,1022.691,3.079,5.706,69.97
8/28/21 16:33,9.03,98.4,1022.866,1.518,2.919,65.33
8/28/21 17:03,9.06,99.3,1022.9,1.054,1.937,173.3
8/28/21 17:33,9.08,99.7,1022.968,0.333,0.637,208.4
8/28/21 18:03,9.27,99.7,1023.27,0.557,0.916,306
8/28/21 18:33,9.71,99.4,1023,1.145,2.415,287.3
8/28/21 19:03,9.65,98.2,1022.998,0.61,1.075,277.4
8/28/21 19:33,10.22,96.3,1023.063,0.741,1.287,304.2
8/28/21 20:03,10.79,94.8,1023.219,0.574,1.513,57.43
8/28/21 20:33,11.08,90.7,1023.158,1.01,2.003,305.9
8/28/21 21:03,11.11,89.9,1023.268,1.114,1.897,63.07
8/28/21 21:33,11.16,85,1023.152,3.525,6.78,295
8/28/21 22:03,10.6,89,1022.997,3.953,7.019,30.14
8/28/21 22:33,10.45,88.2,1023.154,4.404,7.775,19.26
8/28/21 23:03,10.28,88.5,1023.054,7.235,9.35,327.6
8/28/21 23:33,10.7,90.6,1023.133,1.549,3.874,39.05
8/29/21 0:03,11.04,89.9,1022.998,0.831,2.587,79.14
8/29/21 0:33,10.83,86.9,1022.915,1.242,3.052,63.37
8/29/21 1:03,11.2,87.8,1022.833,1.26,2.853,66.47
8/29/21 1:33,10.95,85.4,1022.707,1.484,3.025,40.15
8/29/21 2:03,11.19,85.5,1022.596,0.647,1.075,339.3
8/29/21 2:33,11.45,83.3,1022.619,0.588,1.022,100.6
8/29/21 3:03,11.42,80.1,1022.605,1.646,3.118,122.9
8/29/21 3:33,11.48,81,1022.588,0.633,1.406,74.15
8/29/21 4:03,11.12,80.7,1022.52,2.051,3.038,135.7
8/29/21 4:33,11.16,79.11,1022.505,2.489,3.808,144.4
8/29/21 5:03,11.23,79.37,1022.504,2.624,4.193,125.7
8/29/21 5:33,11.02,81.4,1022.505,1.014,1.95,160.4
8/29/21 6:03,10.96,82,1022.608,0.911,1.579,293.4
8/29/21 6:33,10.78,84.9,1022.752,0.896,1.459,294.4
8/29/21 7:03,10.43,89.6,1022.834,0.405,0.756,207.6
8/29/21 7:33,10.09,91.1,1022.834,2.037,3.025,187.1
8/29/21 8:03,10.02,92.5,1022.764,2.041,2.76,144.8
8/29/21 8:33,10.22,89.1,1022.595,1.521,2.534,164.6
8/29/21 9:03,10.34,88.6,1022.506,1.02,1.473,221
8/29/21 9:33,10.2,88.9,1022.423,0.493,0.889,170.3
8/29/21 10:03,10.38,87.3,1022.423,0.686,1.088,131.5
8/29/21 10:33,11.48,78.13,1022.355,3.365,5.559,192
8/29/21 11:03,11.44,77.49,1022.334,4.896,7.098,162
8/29/21 11:33,11.41,77.16,1022.177,5.167,7.231,173.5
8/29/21 12:03,11.56,74.81,1022.035,4.84,7.098,169.5
8/29/21 12:33,11.6,75.26,1021.684,4.479,6.966,173.3
8/29/21 13:03,11.49,75.31,1021.52,3.514,5.4,164.1
8/29/21 13:33,11.53,74.9,1021.2,4.39,6.554,169.5
8/29/21 14:03,11.56,75.98,1021.163,6.172,11.66,155.1
8/29/21 14:33,11.32,78.5,1020.97,5.47,9.39,179.2
8/29/21 15:03,11.21,79.7,1020.709,4.804,6.886,175.2
8/29/21 15:33,11.39,78.29,1020.407,3.695,6.541,169.6
8/29/21 16:03,11.22,81.7,1020.187,5.423,8.46,173.2
8/29/21 16:33,11.54,80.2,1020.141,8.19,11.99,148.6
8/29/21 17:03,11.54,81.4,1020.136,8.04,11.79,152.1
8/29/21 17:33,11.24,85.6,1019.909,5.487,9.09,163.9
8/29/21 18:03,11.39,84.6,1019.819,6.926,11.5,151.3
8/29/21 18:33,11.77,79,1019.717,8.96,12.95,153.9
8/29/21 19:03,11.99,77.77,1019.51,9.73,15.28,152.7
8/29/21 19:33,12.2,77.03,1019.405,8.41,11.54,157.5
8/29/21 20:03,12.2,74.73,1019.328,9.84,13.33,161.9
8/29/21 20:33,12.25,75.36,1019.058,7.105,9.59,158.7
8/29/21 21:03,12.46,74.01,1018.941,7.09,11.94,151.2
8/29/21 21:33,12.51,72.62,1018.613,8.39,12.22,153.2
8/29/21 22:03,12.5,74.18,1018.321,6.637,9.58,155.7
8/29/21 22:33,12.61,75.91,1017.869,8.27,15.27,149.3
8/29/21 23:03,12.6,77.24,1017.583,8.2,12.71,155.5
8/29/21 23:33,12.68,76.15,1017.315,10.91,17.65,151.4
8/30/21 0:03,12.87,73.32,1017.11,8.37,11.14,156.8
8/30/21 0:33,12.2,81.2,1016.904,9.58,14.25,153.2
8/30/21 1:03,12.37,81.8,1016.364,7.151,9.29,159.5
8/30/21 1:33,12.85,80.8,1015.866,9.06,14.82,159.3
8/30/21 2:03,13.05,79.3,1015.258,9.44,13.76,157.8
8/30/21 2:33,13.06,80.2,1014.899,8.82,13.15,155.2
8/30/21 3:03,13.39,76.15,1014.614,9.99,14.38,160.8
8/30/21 3:33,13.38,76.23,1014.186,11.33,16.31,162.9
8/30/21 4:03,13.16,77.49,1014.004,9.13,14.41,158.6
8/30/21 4:33,13.5,74.51,1013.691,9.1,14.32,149.9
8/30/21 5:03,13.32,75.48,1013.319,9.9,16.64,169.8
8/30/21 5:33,13.54,74.35,1013.069,12.59,17.29,172
8/30/21 6:03,13.83,71.16,1012.923,14.62,21.69,159.3
8/30/21 6:33,13.58,73.85,1012.837,11.8,18.59,175.5
8/30/21 7:03,13.56,73.38,1012.523,11.02,18.34,166.6
8/30/21 7:33,13.45,73.65,1012.343,12.12,17.43,173.8
8/30/21 8:03,13.41,73.23,1011.998,9.32,15.8,166.2
8/30/21 8:33,13.39,73.9,1011.834,9.5,14.17,181.5
8/30/21 9:03,13.28,76.46,1011.688,10.2,14.14,173.7
8/30/21 9:33,12.84,81.6,1011.354,11.57,16.84,178
8/30/21 10:03,13.03,80.5,1011.097,11.78,16.88,178.1
8/30/21 10:33,13.27,79.5,1010.819,5.822,9.34,177.3
8/30/21 11:03,13.6,77.44,1010.527,7.767,12.67,173.2
8/30/21 11:33,13.6,78.63,1010.28,9.91,13.61,172.2
8/30/21 12:03,13.45,80.5,1009.947,8.17,10.19,188.7
8/30/21 12:33,13.65,79.39,1009.5,8.03,11.14,175.3
8/30/21 13:03,13.6,79.87,1009.088,8.86,15.47,170.5
8/30/21 13:33,13.69,79.3,1008.737,11.65,16.27,166.2
8/30/21 14:03,13.94,78.12,1008.605,10.73,16.12,173.1
8/30/21 14:33,13.49,82.7,1008.752,10.22,15.27,143.7
8/30/21 15:03,13.57,83.1,1008.671,8.74,15.83,137.2
8/30/21 15:33,13.06,87.6,1008.638,5.168,7.536,167.3
8/30/21 16:03,12.98,89.5,1008.52,8.33,11.29,181.2
8/30/21 16:33,12.73,89.1,1008.433,7.316,12.05,150.2
8/30/21 17:03,13.14,85.6,1008.405,6.475,10.12,140.7
8/30/21 17:33,13.18,85.2,1008.439,9.4,14.46,121.2
8/30/21 18:03,13.06,85.5,1008.528,8.49,13.31,138.2
8/30/21 18:33,13.23,84,1008.409,8.02,13,162.3
8/30/21 19:03,13.05,84.4,1008.475,8.67,15.24,130
8/30/21 19:33,13.25,81.9,1008.382,8.93,15.76,133.9
8/30/21 20:03,13.13,84,1008.26,11.18,15.89,170.8
8/30/21 20:33,13.1,84.6,1008.128,11.15,16.68,184.8
8/30/21 21:03,13.11,83.3,1008.234,12.53,16.58,173.4
8/30/21 21:33,13.87,80.6,1008.001,9.93,13.64,181.2
8/30/21 22:03,15.07,75.99,1007.732,10.88,16.66,176
8/30/21 22:33,15.03,75.8,1007.768,8.98,14.7,136.9
8/30/21 23:03,14.91,77.51,1007.581,11.22,19.67,150.3
8/30/21 23:33,15.69,74.53,1007.24,10.04,18.32,149
8/31/21 0:03,16.19,72.89,1006.876,8.43,12.32,146.2
8/31/21 0:33,16.06,75.12,1006.441,10.8,17.08,149.9
8/31/21 1:03,14.93,79.93,1006.183,11.75,19.44,125.1
8/31/21 1:33,14.67,79.35,1006.153,11.45,18.57,137.5
8/31/21 2:03,15.21,77.69,1005.811,11.18,15.69,174.9
8/31/21 2:33,16.44,74.51,1005.651,6.779,10.27,171
8/31/21 3:03,15.67,77.77,1005.454,10.09,13.66,169.5
8/31/21 3:33,15.54,77.55,1005.537,8.25,13.81,137
8/31/21 4:03,14.75,80.6,1005.63,8.89,11.69,187.4
8/31/21 4:33,14.65,80.4,1005.629,9.03,13.76,179
8/31/21 5:03,14.54,82,1005.413,7.076,9.61,172.5
8/31/21 5:33,14.45,82.3,1005.196,8.6,12.25,158
8/31/21 6:03,14.76,80.8,1005.183,6.732,8.62,169.6
8/31/21 6:33,14.71,81.5,1005.058,8.68,10.93,163
8/31/21 7:03,14.62,82,1005.073,8.96,12.56,172.5
8/31/21 7:33,14.37,83.8,1004.98,9.28,12.92,170.2
8/31/21 8:03,14.22,84.7,1004.781,7.611,11.49,165
8/31/21 8:33,14.35,80.9,1004.552,9.64,14.45,160.5
8/31/21 9:03,14.37,79.95,1004.441,7.259,12.91,172.5
8/31/21 9:33,14.5,79.06,1004.134,6.927,10.36,158.8
8/31/21 10:03,13.94,82.1,1004.038,4.26,7.934,147.6
8/31/21 10:33,12.74,91.4,1003.864,1.439,2.906,47.59
8/31/21 11:03,12.53,93.3,1003.698,1.973,2.972,68.27
8/31/21 11:33,12.63,92.5,1003.476,0.838,1.645,312.9
8/31/21 12:03,11.42,98.8,1003.424,2.883,4.776,310.9
8/31/21 12:33,11.2,99.5,1003.113,1.718,2.746,354.5
8/31/21 13:03,12.54,94.6,1002.722,3.982,7.616,124.1
8/31/21 13:33,13.41,88,1002.533,8.55,12.71,153.4
8/31/21 14:03,13.84,84.2,1002.279,7.467,10.27,153.8
8/31/21 14:33,13.97,82.4,1001.95,8.2,11.52,151.8
8/31/21 15:03,13.68,84.3,1001.685,4.909,8.03,144.3
8/31/21 15:33,13.77,83.1,1001.306,6.319,9.76,142.2
8/31/21 16:03,14.09,81.3,1000.993,6.086,10.32,151.6
8/31/21 16:33,13.22,86.1,1000.918,2.002,5.121,222.5
8/31/21 17:03,11.89,95.2,1000.881,1.65,3.078,354.9
8/31/21 17:33,12.98,88,1000.842,2.104,3.728,124.6
8/31/21 18:03,12.35,92.6,1000.769,1.511,4.577,90
8/31/21 18:33,12.02,95.7,1000.66,0.9,1.818,23.09
8/31/21 19:03,13.47,86.1,1000.495,2.585,5.572,138.5
8/31/21 19:33,14.23,83.9,1000.541,3.473,7.828,132.3
8/31/21 20:03,12.13,95,1000.407,1.397,2.441,355.8
8/31/21 20:33,11.62,95.6,1000.282,1.674,3.224,343.2
8/31/21 21:03,11.76,94.4,1000.164,2.129,3.317,15.47
8/31/21 21:33,11.96,93.1,999.9898,2.642,5.214,2.451
8/31/21 22:03,11.91,93.2,999.8446,2.331,4.073,18.45
8/31/21 22:33,11.89,93.5,999.7471,1.236,2.521,3.302
8/31/21 23:03,12.75,93.6,999.6539,0.765,2.64,48.91
8/31/21 23:33,12.38,92.2,999.4456,1.693,3.104,23.61
9/1/21 0:03,12.86,89.8,999.1771,2.798,5.201,340.2
9/1/21 0:33,13.12,88,999.1604,6.123,7.589,321.4
9/1/21 1:03,12.3,92.3,999.16,1.679,2.958,65.19
9/1/21 1:33,12.4,91.8,999.1696,1.537,2.852,25.7
9/1/21 2:03,12.41,91.7,999.0077,0.931,1.645,75.86
9/1/21 2:33,12.19,92,998.8325,1.188,2.056,285.7
9/1/21 3:03,12.01,92.9,998.6796,1.189,2.375,41.36
9/1/21 3:33,11.77,94.3,998.6865,1.422,2.627,73.56
9/1/21 4:03,11.58,94.7,998.6858,1.404,2.043,13.78
9/1/21 4:33,11.51,96.1,998.5756,0.446,0.809,46.4
9/1/21 5:03,11.74,95.7,998.4217,0.388,0.69,80.9
9/1/21 5:33,11.78,95.5,998.4065,0.96,1.712,68.11
9/1/21 6:03,11.71,95.9,998.4394,0.776,1.075,327.6
9/1/21 6:33,11.23,97.7,998.6141,0.731,1.353,12.49
9/1/21 7:03,11.17,98.2,998.6863,0.523,0.942,65.78
9/1/21 7:33,11.14,98.2,998.6879,1.355,1.539,332
9/1/21 8:03,11.19,98.5,998.8474,2.282,3.463,346.9
9/1/21 8:33,10.53,99.5,998.85,3.236,5.108,331.5
9/1/21 9:03,10.68,99.8,998.8381,1.191,1.897,67.41
9/1/21 9:33,10.77,100,998.7135,2.533,3.29,145.6
9/1/21 10:03,10.65,100,998.6858,1.575,3.038,139.5
9/1/21 10:33,11.05,100,998.6858,1.126,1.964,114.2
9/1/21 11:03,10.68,100,998.6912,2.384,3.463,320.9
9/1/21 11:33,10.84,100,998.6992,2.433,3.224,327.7
9/1/21 12:03,10.91,100,998.7767,0.527,1.035,44.59
9/1/21 12:33,10.96,100,998.6858,0.336,0.571,145
9/1/21 13:03,10.91,100,998.7421,1.218,1.778,132.6
9/1/21 13:33,11,100,998.6431,0.403,0.677,144.2
9/1/21 14:03,10.92,100,998.6858,0.788,1.141,341.4
9/1/21 14:33,10.72,100,998.6858,2.681,3.41,316.6
9/1/21 15:03,10.77,100,998.7677,2.614,4.843,356.5
9/1/21 15:33,10.65,100,998.8081,1.419,2.746,311.1
9/1/21 16:03,10.63,100,998.85,1.602,3.078,75.38
9/1/21 16:33,10.77,100,998.9327,1.128,2.03,142.7
9/1/21 17:03,10.66,100,999.1779,1.055,2.03,44.96
9/1/21 17:33,10.55,100,999.2608,0.41,0.703,63.48
9/1/21 18:03,10.32,100,999.3435,2.663,4.577,22.6
9/1/21 18:33,10.2,100,999.4212,2.197,4.153,330.6
9/1/21 19:03,10.19,100,999.5221,1.102,2.415,7.244
9/1/21 19:33,10.2,100,999.7429,2.426,3.423,342.2
9/1/21 20:03,10.45,100,999.9562,1.886,4.445,23.86
9/1/21 20:33,10.89,100,1000.131,1.108,2.799,80.1
9/1/21 21:03,10.53,100,1000.242,3.114,6.116,39.56
9/1/21 21:33,10.88,100,1000.276,0.933,2.07,37.48
9/1/21 22:03,10.62,100,1000.316,3.795,6.435,22.69
9/1/21 22:33,10.44,100,1000.416,4.604,7.191,12.68
9/1/21 23:03,11.12,100,1000.37,1.596,4.153,100.1
9/1/21 23:33,11.22,100,1000.411,1.472,2.68,203.8
9/2/21 0:03,11.92,94.9,1000.367,8.49,13.85,318.9
9/2/21 0:33,11.84,95.2,1000.349,8.3,10.85,320.7
9/2/21 1:03,11.87,94.5,1000.333,9.22,16.23,337.2
9/2/21 1:33,11.84,93.8,1000.447,8.55,12.37,324.2
9/2/21 2:03,11.72,95.1,1000.505,7.515,10.06,325.5
9/2/21 2:33,11.66,95.2,1000.593,8.56,14.87,327.2
9/2/21 3:03,11.81,96,1000.651,4.785,9.05,298.5
9/2/21 3:33,11.81,95.5,1000.49,8.54,13.2,279.6
9/2/21 4:03,11.87,93.7,1000.377,8.01,15.85,281.9
9/2/21 4:33,11.81,92.5,1000.38,9.9,17.37,271.9
9/2/21 5:03,11.79,91.4,1000.509,7.322,13.73,281.7
9/2/21 5:33,11.46,92.7,1000.617,8.86,14.71,267.8
9/2/21 6:03,11.11,93.7,1000.851,9.34,14.36,245.1
9/2/21 6:33,11.53,92.2,1000.985,6.802,14.69,279.8
9/2/21 7:03,11.72,90.5,1001.116,7.24,12.29,265.5
9/2/21 7:33,11.43,90.9,1001.173,8.46,13.67,259.6
9/2/21 8:03,11.46,91.8,1001.463,11.01,15.55,272.6
9/2/21 8:33,11.46,88.9,1001.378,8.2,17.23,287.3
9/2/21 9:03,11.3,88.2,1001.373,8.12,15.36,291.5
9/2/21 9:33,11.4,86,1001.46,5.053,10.16,267
9/2/21 10:03,11.41,85.4,1001.562,5.379,9.58,281.8
9/2/21 10:33,11.03,92.9,1001.556,3.649,6.793,357.9
9/2/21 11:03,11.08,92.3,1001.67,2.342,4.657,0.7
9/2/21 11:33,11.17,90.9,1001.694,3.572,7.589,339.4
9/2/21 12:03,11.29,90.2,1001.641,2.664,5.002,337.8
9/2/21 12:33,11.49,89.5,1001.564,5.123,11.68,285.3
9/2/21 13:03,11.77,86.9,1001.574,5.472,9.34,253.1
9/2/21 13:33,12.03,87,1001.473,6.708,13.73,280.8
9/2/21 14:03,11.93,87.8,1001.424,7.158,10.75,275.9
9/2/21 14:33,12.11,84.2,1001.311,3.195,7.058,272.7
9/2/21 15:03,11.69,86.5,1001.101,7.703,11.97,254.3
9/2/21 15:33,11.76,82.9,1001.17,4.896,8.46,234.5
9/2/21 16:03,11.82,83.3,1001.139,5.984,11.52,294.3
9/2/21 16:33,10.99,90.4,1001.173,5.832,8.66,317.3
9/2/21 17:03,11.06,89.4,1001.48,5.497,9.29,292.6
9/2/21 17:33,11.15,89.1,1001.635,4.566,7.019,307.7
9/2/21 18:03,10.99,90.5,1001.568,4.973,8.44,309.5
9/2/21 18:33,10.12,96.6,1001.769,3.581,6.727,64.65
9/2/21 19:03,10.73,93.3,1001.922,2.643,5.387,100.5
9/2/21 19:33,11.27,89.7,1002.003,4.772,8.37,296.5
9/2/21 20:03,11.11,89.8,1002.186,6.225,10.28,301.2
9/2/21 20:33,11.21,89,1002.242,3.963,6.886,304.5
9/2/21 21:03,11.38,89.6,1002.295,3.003,7.655,300.1
9/2/21 21:33,11.68,84,1002.297,6.713,14.01,320.1
9/2/21 22:03,11.99,82.2,1002.288,5.277,12.94,341.7
9/2/21 22:33,11.5,88.3,1002.343,6.92,11.13,305.4
9/2/21 23:03,10.55,96.9,1002.38,7.343,9.13,313.9
9/2/21 23:33,10.78,96.1,1002.213,4.864,7.801,71.64
9/3/21 0:03,12.06,81.2,1002.272,4.344,8.04,295.8
9/3/21 0:33,12.15,78.83,1002.179,5.88,9.53,297.3
9/3/21 1:03,12.07,79.58,1001.977,5.829,8.98,327.4
9/3/21 1:33,12.2,77.89,1001.838,4.638,7.589,337.2
9/3/21 2:03,12.18,79.87,1001.788,2.798,6.753,356.3
9/3/21 2:33,12.01,79.95,1001.728,7.781,9.9,329.5
9/3/21 3:03,11.79,82.8,1001.926,6.398,11.68,296.1
9/3/21 3:33,11.68,81.3,1001.864,6.862,12.23,307
9/3/21 4:03,11.69,83.9,1001.77,5.421,10.24,297.7
9/3/21 4:33,11.48,87.9,1001.7,4.216,9.26,292.8
9/3/21 5:03,11.74,82.3,1001.724,6.121,11.3,300.2
9/3/21 5:33,11.89,79.14,1001.799,5.774,10.49,298
9/3/21 6:03,11.49,85.7,1002.139,6.818,10.15,312.5
9/3/21 6:33,11.49,86.6,1002.444,6.929,11.01,306.9
9/3/21 7:03,11.36,87.3,1002.522,7.855,13.06,304.2
9/3/21 7:33,11.25,89.4,1002.727,3.801,7.483,306
